id,name,now_cost,position,team,total_points,dreamteam_count,transfers_in_event,clean_sheets,goals_conceded_per_90,saves_per_90,influence_rank_type,points_per_game,selected_rank,corners_and_indirect_freekicks_order,event_points,mng_draw,penalties_order,web_name,team_join_date,influence_rank,bonus,mng_underdog_win,news,ict_index,expected_goals_per_90,value_form,expected_assists,transfers_out_event,expected_goals,creativity_rank_type,expected_assists_per_90,points_per_game_rank_type,form_rank_type,status,cost_change_start_fall,threat_rank,yellow_cards,bps,can_select,expected_goal_involvements_per_90,minutes,starts_per_90,penalties_saved,opta_code,saves,form,cost_change_start,threat,points_per_game_rank,cost_change_event_fall,direct_freekicks_order,penalties_missed,transfers_out,region,mng_underdog_draw,cost_change_event,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,ict_index_rank,expected_goals_conceded_per_90,mng_win,ep_this,value_season,mng_loss,clean_sheets_per_90,ep_next,news_added,goals_scored,starts,mng_clean_sheets,form_rank,assists,mng_goals_scored,expected_goals_conceded,now_cost_rank,now_cost_rank_type,red_cards,in_dreamteam,transfers_in,goals_conceded,own_goals,selected_rank_type,influence,expected_goal_involvements,threat_rank_type,creativity,creativity_rank,ict_index_rank_type
138,Mark O’Mahony,45,FWD,Brighton,0,0,0,0,0.0,0.0,62,0.0,364,,0,0,,O’Mahony,,712,0,0,Season long to Portsmouth,0.0,0.0,0.0,0.00,183,0.00,61,0.0,64,51,u,0,691,0,0,False,0.0,0,0.0,0,p574402,0,0.0,0,0.0,714,0,,0,72558,,0,0,0.2,0.0,0.0,711,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-30T10:16:16.061223Z,0,0,0,648,0,0,0.00,462,74,0,False,31158,0,0,57,0.0,0.00,62,0.0,705,62
139,Odeluga Offiah,40,DEF,Brighton,0,0,0,0,0.0,0.0,197,0.0,530,,0,0,,Offiah,,569,0,0,Loaned to Blackpool,0.0,0.0,0.0,0.00,19,0.00,194,0.0,195,156,u,0,512,0,0,False,0.0,0,0.0,0,p445548,0,0.0,0,0.0,574,0,,0,13446,,0,0,0.1,0.0,0.0,570,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-31T06:26:46.238644Z,0,0,0,461,0,0,0.00,649,183,0,False,2639,0,0,185,0.0,0.00,181,0.0,551,197
140,Cameron Peupion,44,MID,Brighton,0,0,42,0,0.0,0.0,244,0.0,510,,0,0,,Peupion,2022-08-23,635,0,0,Loaned to ADO Den Haag,0.0,0.0,0.0,0.00,236,0.00,246,0.0,246,194,u,1,607,0,0,False,0.0,0,0.0,0,p491598,0,0.0,-1,0.0,640,0,,0,10749,13.0,0,0,0.1,0.0,,635,0.0,0,-0.5,0.0,0,0.0,0.0,2025-02-03T10:22:59.975748Z,0,0,0,560,0,0,0.00,531,312,0,False,10268,0,0,187,0.0,0.00,235,0.0,629,244
141,Jeremy Sarmiento Morante,49,MID,Brighton,1,0,0,0,0.0,0.0,239,1.0,692,,0,0,,Sarmiento,,512,0,0,Loaned to Burnley,0.1,0.0,0.0,0.00,2,0.00,233,0.0,219,290,u,1,726,0,3,False,0.0,8,0.0,0,p441192,0,0.0,-1,0.0,473,0,,0,2949,,0,0,0.0,0.0,0.0,513,0.0,0,0.0,0.2,0,0.0,0.0,2024-08-31T06:27:42.007071Z,0,0,0,700,0,0,0.00,272,177,0,False,354,0,0,290,0.2,0.00,310,0.8,465,239
142,Jason Steele,41,GKP,Brighton,9,0,61,1,0.5,1.5,35,4.5,220,,0,0,,Steele,2018-07-01,394,1,0,Shoulder injury - Unknown return date,4.1,0.0,0.0,0.00,2038,0.00,55,0.0,3,66,i,4,567,0,46,True,0.0,180,1.0,0,p49262,3,0.0,-4,0.0,28,0,,0,331977,241.0,0,0,0.8,0.0,0.0,443,0.94,0,0.0,2.2,0,0.5,0.0,2025-01-24T16:00:08.785970Z,0,2,0,515,0,0,1.88,610,39,0,False,297784,1,0,30,40.4,0.00,42,0.0,600,35
143,Deniz Undav,55,FWD,Brighton,0,0,0,0,0.0,0.0,78,0.0,726,,0,0,,Undav,,761,0,0,Transferred to Stuttgart,0.0,0.0,0.0,0.00,4,0.00,78,0.0,78,72,u,0,759,0,0,False,0.0,0,0.0,0,p450434,0,0.0,0,0.0,761,0,,0,1467,,0,0,0.0,0.0,0.0,761,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-10T12:18:55.962223Z,0,0,0,743,0,0,0.00,119,33,0,False,0,0,0,81,0.0,0.00,78,0.0,761,78
144,Jan Paul van Hecke,45,DEF,Brighton,53,1,443,4,1.44,0.0,18,2.4,218,,-1,0,,Van Hecke,2020-09-10,57,4,0,,74.9,0.04,0.6,1.06,3420,0.75,29,0.05,65,43,a,0,223,4,255,True,0.09,1880,1.01,0,p469142,0,2.5,0,85.0,205,0,,0,179079,152.0,0,0,0.9,100.0,100.0,120,1.39,0,2.0,11.8,0,0.19,2.0,2024-09-29T22:30:06.452903Z,0,21,0,144,1,0,28.96,404,70,0,False,222966,30,0,83,466.0,1.81,59,197.3,139,27
145,Joël Veltman,44,DEF,Brighton,52,1,215,5,1.33,0.0,69,2.9,151,,-1,0,,Veltman,2020-07-29,183,7,0,,42.5,0.01,0.5,1.29,3551,0.20,43,0.07,37,58,a,1,329,4,226,True,0.08,1552,1.04,0,p111478,0,2.0,-1,26.0,135,0,,0,586039,152.0,0,0,1.7,100.0,100.0,237,1.35,0,1.5,11.8,0,0.29,1.5,2024-11-30T01:00:07.662889Z,0,18,0,181,0,0,23.24,489,87,0,False,631011,23,0,59,254.0,1.49,108,143.5,186,74
146,Bart Verbruggen,45,GKP,Brighton,61,1,931,4,1.68,2.68,8,2.8,113,,-1,0,,Verbruggen,2023-07-03,26,4,0,,53.5,0.0,0.5,0.01,11050,0.00,73,0.0,23,15,a,0,653,4,225,True,0.0,1980,1.0,0,p489639,59,2.2,0,0.0,143,0,,0,390858,152.0,0,0,2.7,100.0,100.0,196,1.57,0,1.7,13.6,0,0.18,1.7,2024-08-12T14:30:04.523944Z,0,22,0,160,0,0,34.59,412,18,0,False,607393,37,0,18,534.2,0.01,67,0.0,670,8
147,Adam Webster,43,DEF,Brighton,9,0,112,1,2.18,0.0,137,1.5,507,,0,0,,Webster,2019-08-03,389,0,0,,7.0,0.01,0.4,0.07,95,0.02,150,0.04,111,61,a,2,346,0,42,True,0.05,165,1.64,0,p110735,0,1.8,-2,21.0,341,0,,0,11395,241.0,0,0,0.1,100.0,100.0,413,2.41,0,1.3,2.1,0,0.55,1.3,2024-12-23T14:30:07.986462Z,0,3,0,201,0,0,4.41,561,120,0,False,4513,4,0,178,45.2,0.09,115,4.7,430,137
148,Danny Welbeck,55,FWD,Brighton,75,1,2209,5,1.53,0.0,18,4.2,66,,1,0,3.0,Welbeck,2020-10-18,149,13,0,,91.5,0.4,0.3,0.48,8922,6.05,16,0.03,12,24,a,0,45,2,271,True,0.43,1353,1.06,0,p50175,0,1.5,0,416.0,43,0,1.0,0,3581049,241.0,0,0,5.6,100.0,100.0,89,1.69,0,1.0,13.6,0,0.33,1.0,2024-12-16T09:30:06.558564Z,6,16,0,231,2,0,25.34,106,29,0,False,3750045,23,0,15,306.0,6.53,19,193.0,143,19
149,Mats Wieffer,47,MID,Brighton,28,0,15,1,2.33,0.0,125,2.2,529,,0,0,,Wieffer,2024-07-06,285,3,0,Thigh injury - Unknown return date,27.8,0.1,0.0,0.18,132,0.50,161,0.03,103,273,i,3,268,2,104,True,0.13,464,0.78,0,p467779,0,0.0,-3,57.0,238,0,,0,21031,152.0,0,0,0.1,0.0,0.0,302,1.88,0,0.0,6.0,0,0.19,0.0,2024-12-21T22:00:08.030972Z,1,4,0,673,2,0,9.70,339,221,0,False,16226,12,0,199,144.0,0.68,146,80.3,261,149
595,Brajan Gruda,54,MID,Brighton,14,0,27,1,2.24,0.0,175,1.3,621,,0,0,,Gruda,2024-08-14,377,0,0,,27.6,0.07,0.0,0.50,48,0.27,128,0.12,185,185,a,1,217,0,51,True,0.19,362,1.24,0,p513433,0,0.2,-1,90.0,386,0,,0,4366,80.0,0,0,0.0,100.0,100.0,305,1.57,0,-0.3,2.6,0,0.25,-0.3,2025-01-24T00:00:10.185786Z,0,5,0,401,0,0,6.30,143,87,0,False,1805,9,0,251,57.8,0.77,125,128.7,202,151
600,Yasin Ayari,50,MID,Brighton,36,0,13,5,1.07,0.0,108,1.8,586,3.0,0,0,,Ayari,2023-01-30,246,0,0,Muscle injury - 75% chance of playing,67.3,0.1,0.4,1.29,176,1.45,57,0.09,139,95,d,0,140,3,187,True,0.19,1264,1.0,0,p509416,0,1.8,0,161.0,307,0,,0,5518,206.0,0,0,0.0,75.0,100.0,137,1.35,0,1.3,7.2,0,0.36,1.0,2025-02-01T22:30:08.709133Z,0,14,0,215,0,0,18.98,230,146,0,False,5632,15,0,230,193.6,2.74,89,318.9,73,78
601,Andrew Moran,50,MID,Brighton,0,0,0,0,0.0,0.0,323,0.0,748,,0,0,,Moran,,753,0,0,Loaned to Stoke City,0.0,0.0,0.0,0.00,3,0.00,323,0.0,323,305,u,0,745,0,0,False,0.0,0,0.0,0,p513834,0,0.0,0,0.0,752,0,,0,526,,0,0,0.0,0.0,0.0,753,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-20T12:19:09.002604Z,0,0,0,721,0,0,0.00,231,147,0,False,24,0,0,321,0.0,0.00,320,0.0,751,323
615,Carl Rushworth,39,GKP,Brighton,0,0,85,0,0.0,0.0,53,0.0,566,,0,0,,Rushworth,2023-07-01,546,0,0,,0.0,0.0,0.0,0.00,22,0.00,30,0.0,53,42,a,1,479,0,0,True,0.0,0,0.0,0,p472739,0,0.0,-1,0.0,552,1,,0,7793,241.0,0,-1,0.0,100.0,0.0,547,0.0,0,0.0,0.0,0,0.0,-0.5,2024-08-31T06:28:38.039682Z,0,0,0,426,0,0,0.00,738,77,0,False,6783,0,0,68,0.0,0.00,15,0.0,523,53
618,Georginio Rutter,51,MID,Brighton,72,1,377,4,1.78,0.0,72,3.1,264,,2,0,,Georginio,2024-08-19,176,1,0,,78.7,0.24,0.7,1.32,1831,3.40,95,0.09,53,36,a,4,60,2,222,True,0.33,1262,1.0,0,p463067,0,3.8,-4,327.0,120,0,,0,288195,73.0,0,0,0.5,100.0,100.0,111,1.69,0,3.3,14.1,0,0.29,3.3,2025-01-12T22:30:09.270999Z,4,14,0,79,4,0,23.67,185,113,0,False,325761,25,0,80,265.0,4.72,38,206.6,136,68
628,Ferdi Kadioglu,44,DEF,Brighton,19,0,6,2,1.87,0.0,113,3.2,461,,0,0,,F.Kadıoğlu,2024-08-27,311,0,0,Toe Injury - Unknown return date,24.0,0.1,0.0,0.31,222,0.44,71,0.07,29,225,i,1,292,1,59,True,0.17,385,1.17,0,p231416,0,0.0,-1,40.0,112,0,,0,70556,219.0,0,0,0.1,0.0,0.0,318,2.21,0,0.0,4.3,0,0.47,0.0,2024-11-10T01:30:09.967684Z,1,5,0,554,0,0,9.44,513,103,0,False,73843,8,0,160,116.4,0.75,92,83.7,255,103
629,Matt O'Riley,55,MID,Brighton,24,0,59,2,2.14,0.0,150,2.2,553,1.0,1,0,,O'Riley,2024-08-26,325,2,0,,37.5,0.22,0.4,1.24,193,1.15,115,0.24,111,83,a,0,194,1,112,True,0.46,462,0.97,0,p219249,0,2.0,0,113.0,252,0,,0,15102,58.0,0,0,0.0,100.0,100.0,254,1.52,0,1.5,4.4,0,0.39,1.5,2025-01-24T00:00:10.254189Z,1,5,0,194,1,0,7.80,114,72,0,False,17360,11,1,212,105.4,2.39,114,156.5,174,129
663,Imari Samuels,40,DEF,Brighton,0,0,0,0,0.0,0.0,198,0.0,579,,0,0,,Samuels,2023-05-17,570,0,0,Loaned to Dundee,0.0,0.0,0.0,0.00,87,0.00,195,0.0,196,157,u,0,513,0,0,False,0.0,0,0.0,0,p447720,0,0.0,0,0.0,575,0,,0,4656,241.0,0,0,0.0,0.0,0.0,571,0.0,0,0.0,0.0,0,0.0,0.0,2025-01-17T12:29:48.647053Z,0,0,0,462,0,0,0.00,650,184,0,False,5264,0,0,197,0.0,0.00,182,0.0,552,198
668,Killian Cahill,39,GKP,Brighton,0,0,311,0,0.0,0.0,55,0.0,193,,0,0,,Cahill,2024-08-24,552,0,0,,0.0,0.0,0.0,0.00,1038,0.00,32,0.0,55,44,a,1,487,0,0,True,0.0,0,0.0,0,p565858,0,0.0,-1,0.0,557,0,,0,61419,104.0,0,0,1.2,,,553,0.0,0,-0.5,0.0,0,0.0,-0.5,,0,0,0,433,0,0,0.00,746,80,0,False,178962,0,0,28,0.0,0.00,18,0.0,529,55
681,Ruairi McConville,40,DEF,Brighton,0,0,20,0,0.0,0.0,212,0.0,659,,0,0,,McConville,2024-11-22,591,0,0,Loaned to Norwich City,0.0,0.0,0.0,0.00,98,0.00,210,0.0,211,175,u,0,539,0,0,False,0.0,0,0.0,0,p539721,0,0.0,0,0.0,597,0,,0,1067,242.0,0,0,0.0,0.0,,592,0.0,0,-0.5,0.0,0,0.0,0.0,2025-02-04T10:51:39.862174Z,0,0,0,487,0,0,0.00,681,208,0,False,1473,0,0,222,0.0,0.00,201,0.0,574,212
685,Jacob Slater,40,DEF,Brighton,0,0,42,0,0.0,0.0,223,0.0,661,,0,0,,Slater,2024-11-28,604,0,0,,0.0,0.0,0.0,0.00,55,0.00,221,0.0,222,187,a,0,552,0,0,True,0.0,0,0.0,0,p589100,0,0.0,0,0.0,610,0,,0,978,241.0,0,0,0.0,,,605,0.0,0,-0.5,0.0,0,0.0,-0.5,,0,0,0,501,0,0,0.00,696,221,0,False,1387,0,0,224,0.0,0.00,212,0.0,587,223
714,Diego Gómez,55,MID,Brighton,2,0,63,0,7.83,0.0,221,1.0,702,,1,0,,Gómez,2025-01-01,470,0,0,,1.1,0.0,0.1,0.02,57,0.00,222,0.04,225,166,a,0,760,0,14,True,0.04,46,0.0,0,p514254,0,0.5,0,0.0,483,0,,0,320,168.0,0,0,0.0,100.0,100.0,485,4.73,0,0.0,0.4,0,0.0,0.0,2025-01-09T16:30:09.168224Z,0,0,0,346,0,0,2.42,123,76,0,False,622,4,0,296,7.6,0.02,326,3.9,437,228
739,Fabian Hürzeler,11,MNG,Brighton,0,0,103,0,0.0,0.0,15,0.0,655,,0,0,,Hürzeler,2024-06-15,527,0,0,,0.0,0.0,0.0,0.00,293,0.00,15,0.0,15,20,a,0,459,0,0,True,0.0,0,0.0,0,man53902,0,0.0,0,0.0,533,0,,0,478,80.0,0,0,0.1,,,528,0.0,0,-0.5,0.0,2,0.0,-0.5,,0,0,0,406,0,0,0.00,760,10,0,False,225,0,0,19,0.0,0.00,15,0.0,503,15
758,Joe Knight,45,MID,Brighton,0,0,22,0,0.0,0.0,298,0.0,770,,0,0,,Knight,2025-01-31,711,0,0,,0.0,0.0,0.0,0.00,1,0.00,298,0.0,299,258,a,0,690,0,0,True,0.0,0,0.0,0,p567121,0,0.0,0,0.0,713,0,,0,1,241.0,0,0,0.0,,,710,0.0,0,0.7,0.0,0,0.0,0.7,,0,0,0,647,0,0,0.00,461,292,0,False,22,0,0,333,0.0,0.00,292,0.0,704,297
763,Eiran Cashin,45,DEF,Brighton,0,0,154,0,0.0,0.0,249,0.0,756,,0,0,,Cashin,2025-01-31,661,0,0,,0.0,0.0,0.0,0.00,3,0.00,249,0.0,248,237,a,0,637,0,0,True,0.0,0,0.0,0,p439135,0,0.0,0,0.0,665,0,,0,3,104.0,0,0,0.0,,,661,0.0,0,1.6,0.0,0,0.0,1.6,,0,0,0,596,0,0,0.00,389,67,0,False,154,0,0,253,0.0,0.00,246,0.0,655,249
150,Andrey Nascimento dos Santos,45,MID,Chelsea,0,0,0,0,0.0,0.0,286,0.0,745,,0,0,,Andrey Santos,,696,0,0,Has joined Strasbourg on a season-long loan,0.0,0.0,0.0,0.00,3,0.00,287,0.0,287,246,u,0,675,0,0,False,0.0,0,0.0,0,p532605,0,0.0,0,0.0,699,0,,0,617,,0,0,0.0,0.0,0.0,696,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-05T10:16:34.176364Z,0,0,0,633,0,0,0.00,446,280,0,False,0,0,0,318,0.0,0.00,280,0.0,690,286
151,Ângelo Gabriel Borges Damaceno,45,MID,Chelsea,0,0,0,0,0.0,0.0,280,0.0,452,,0,0,,Ângelo,,688,0,0,Transferred to Al-Nassr,0.0,0.0,0.0,0.00,77,0.00,281,0.0,281,240,u,0,666,0,0,False,0.0,0,0.0,0,p518620,0,0.0,0,0.0,691,0,,0,29964,,0,0,0.1,0.0,0.0,688,0.0,0,0.0,0.0,0,0.0,0.0,2024-09-05T10:38:18.297070Z,0,0,0,625,0,0,0.00,436,273,0,False,5940,0,0,161,0.0,0.00,273,0.0,682,280
153,Benoît Badiashile,42,DEF,Chelsea,5,0,3,0,1.46,0.0,135,1.2,478,,0,0,,B.Badiashile,2023-01-05,387,0,0,Unknown - Unknown return date,5.7,0.0,0.0,0.06,75,0.00,145,0.02,129,203,i,3,574,0,22,True,0.02,247,0.73,0,p242880,0,0.0,-3,0.0,391,0,,0,21139,73.0,0,0,0.1,0.0,0.0,428,1.69,0,0.0,1.2,0,0.0,0.0,2024-12-16T10:30:07.655172Z,0,2,0,523,0,0,4.63,604,154,0,False,11997,4,0,166,48.2,0.06,226,8.8,422,146
154,Lucas Bergström,39,GKP,Chelsea,0,0,205,0,0.0,0.0,54,0.0,328,,0,0,,Bergström,2021-07-27,548,0,0,,0.0,0.0,0.0,0.00,193,0.00,31,0.0,54,43,a,1,481,0,0,True,0.0,0,0.0,0,p482158,0,0.0,-1,0.0,554,0,,0,22520,72.0,0,0,0.3,,,549,0.0,0,0.5,0.0,0,0.0,0.5,,0,0,0,428,0,0,0.00,740,78,0,False,22466,0,0,50,0.0,0.00,16,0.0,525,54
155,Marcus Bettinelli,39,GKP,Chelsea,0,0,129,0,0.0,0.0,45,0.0,281,,0,0,,Bettinelli,2021-07-28,537,0,0,,0.0,0.0,0.0,0.00,274,0.00,22,0.0,45,34,a,1,470,0,0,True,0.0,0,0.0,0,p122074,0,0.0,-1,0.0,543,0,,0,29446,241.0,0,0,0.4,,,538,0.0,0,0.5,0.0,0,0.0,0.5,,0,0,0,414,0,0,0.00,720,69,0,False,31884,0,0,43,0.0,0.00,7,0.0,514,45
157,Moisés Caicedo Corozo,49,MID,Chelsea,63,0,1284,5,1.27,0.0,22,2.6,198,,2,0,,Caicedo,2023-08-14,72,2,0,,87.4,0.02,0.3,1.70,3065,0.55,44,0.07,68,103,a,1,263,6,404,True,0.09,2125,1.02,0,p486672,0,1.5,-1,63.0,171,0,,0,252322,62.0,0,0,1.1,,,93,1.39,0,2.0,12.9,0,0.21,2.0,,1,24,0,226,3,0,32.88,278,181,0,False,273598,30,0,57,427.4,2.25,145,383.4,57,58
158,Cesare Casadei,44,MID,Chelsea,0,0,103,0,0.0,0.0,246,0.0,440,,0,0,,Casadei,2022-08-19,637,0,0,Loaned to Torino,0.0,0.0,0.0,0.00,473,0.00,248,0.0,248,197,u,1,609,0,0,False,0.0,0,0.0,0,p505187,0,0.0,-1,0.0,642,0,,0,28416,106.0,0,0,0.1,0.0,,637,0.0,0,0.5,0.0,0,0.0,0.0,2025-02-03T10:23:25.268868Z,0,0,0,563,0,0,0.00,535,316,0,False,23729,0,0,153,0.0,0.00,237,0.0,631,246
159,Trevoh Chalobah,44,DEF,Chelsea,64,4,3365,3,1.23,0.0,41,4.3,185,,1,0,,Chalobah,2018-02-16,113,8,0,,61.4,0.1,0.6,0.54,4408,1.34,68,0.04,3,40,a,1,141,1,255,True,0.14,1241,1.02,0,p180736,0,2.5,-1,160.0,39,0,,0,122983,241.0,0,0,1.3,100.0,100.0,161,1.4,0,3.0,14.5,0,0.22,3.0,2025-01-02T10:30:08.548907Z,3,14,0,141,1,0,19.27,495,90,0,False,232111,17,0,73,365.2,1.88,19,86.1,250,47
161,Carney Chukwuemeka,47,MID,Chelsea,0,0,32,0,0.0,0.0,308,0.0,551,,0,0,,Chukwuemeka,2022-08-04,730,0,0,Loaned to Borussia Dortmund,0.0,0.0,0.0,0.00,103,0.00,309,0.0,309,275,u,3,712,0,0,False,0.0,0,0.0,0,p478912,0,0.0,-3,0.0,731,0,,0,8279,241.0,0,0,0.0,0.0,100.0,730,0.0,0,0.5,0.0,0,0.0,0.0,2025-02-04T10:49:46.028103Z,0,0,0,675,0,0,0.00,341,223,0,False,4843,0,0,211,0.0,0.00,303,0.0,725,308
162,Levi Colwill,44,DEF,Chelsea,49,0,1634,4,1.32,0.0,35,2.2,103,,2,0,,Colwill,2022-07-01,94,1,0,,62.3,0.02,0.2,1.08,5384,0.51,42,0.05,73,85,a,1,253,6,235,True,0.07,1980,1.0,0,p460028,0,0.8,-1,71.0,234,1,,0,708590,241.0,0,-1,3.1,100.0,100.0,158,1.42,0,1.3,11.1,0,0.18,1.3,2025-01-17T15:00:07.145576Z,0,22,0,298,1,0,31.33,525,111,0,False,933884,29,0,39,406.2,1.59,74,144.7,183,45
163,Marc Cucurella Saseta,51,DEF,Chelsea,59,2,7718,3,1.3,0.0,55,2.7,60,,2,0,,Cucurella,2022-08-05,143,3,0,,70.6,0.08,0.6,1.74,10550,1.55,26,0.09,46,21,a,-1,139,6,246,True,0.17,1805,1.0,0,p179268,0,3.2,1,163.0,158,0,,0,1112440,200.0,0,0,6.2,100.0,100.0,128,1.35,0,3.7,11.6,0,0.15,3.7,2024-12-16T09:30:06.586582Z,2,20,0,100,2,0,27.09,179,22,1,False,1055466,26,0,22,316.8,3.29,18,224.3,125,32
164,David Datro Fofana,54,FWD,Chelsea,0,0,0,0,0.0,0.0,77,0.0,523,,0,0,,D.D.Fofana,2023-01-01,760,0,0,Transferred to AEK Athens,0.0,0.0,0.0,0.00,19,0.00,77,0.0,77,71,u,1,756,0,0,False,0.0,0,0.0,0,p520295,0,0.0,-1,0.0,760,0,,0,15225,54.0,0,0,0.1,0.0,0.0,760,0.0,0,0.0,0.0,0,0.0,0.0,2024-09-11T14:26:52.770225Z,0,0,0,740,0,0,0.00,144,41,0,False,4727,0,0,69,0.0,0.00,77,0.0,759,77
165,Deivid Washington de Souza Eugênio,49,FWD,Chelsea,0,0,142,0,0.0,0.0,72,0.0,408,,0,0,,Deivid,2023-08-24,741,0,0,,0.0,0.0,0.0,0.00,218,0.00,71,0.0,73,61,a,1,729,0,0,True,0.0,0,0.0,0,p617054,0,0.0,-1,0.0,741,0,,0,21081,30.0,0,0,0.1,,,741,0.0,0,0.5,0.0,0,0.0,0.5,,0,0,0,705,0,0,0.00,286,59,0,False,16475,0,0,61,0.0,0.00,72,0.0,737,72
166,Kiernan Dewsbury-Hall,55,MID,Chelsea,11,0,75,0,2.05,0.0,188,1.8,454,,0,0,,Dewsbury-Hall,2024-07-02,409,1,0,,8.1,0.15,0.3,0.19,75,0.22,195,0.13,143,107,a,5,359,0,40,True,0.28,132,0.68,0,p215413,0,1.5,-5,19.0,312,0,,0,26932,241.0,0,0,0.1,100.0,100.0,406,1.2,0,2.0,2.0,0,0.0,2.0,2024-12-29T08:30:08.647462Z,0,1,0,232,1,0,1.76,113,71,0,False,6923,3,0,162,32.8,0.41,196,29.1,348,198
168,Enzo Fernández,48,MID,Chelsea,74,1,4521,3,1.33,0.0,20,3.4,90,3.0,4,0,4.0,Enzo,2023-01-31,70,5,0,,132.0,0.15,0.4,3.81,14182,2.73,10,0.2,44,75,a,2,83,4,398,True,0.35,1687,0.96,0,p448047,0,2.0,-2,253.0,100,0,3.0,0,1257032,10.0,0,0,4.0,100.0,100.0,34,1.32,0,2.5,15.4,0,0.16,2.5,2025-01-17T15:00:07.174073Z,3,18,0,186,5,0,24.69,319,207,0,False,1483331,25,0,28,432.4,6.54,54,631.8,11,23
169,Conor Gallagher,59,MID,Chelsea,0,0,0,0,0.0,0.0,328,0.0,425,,0,0,,Gallagher,,762,0,0,Transferred to Atletico Madrid,0.0,0.0,0.0,0.00,29,0.00,328,0.0,328,320,u,1,761,0,0,False,0.0,0,0.0,0,p232787,0,0.0,-1,0.0,762,0,,0,72553,,0,0,0.1,0.0,0.0,762,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-22T11:20:34.236891Z,0,0,0,747,0,0,0.00,84,55,0,False,1567,0,0,146,0.0,0.00,327,0.0,762,328
170,Alfie Gilchrist,40,DEF,Chelsea,0,0,0,0,0.0,0.0,207,0.0,595,,0,0,,Gilchrist,,584,0,0,Has joined Sheffield United on a season-long,0.0,0.0,0.0,0.00,22,0.00,204,0.0,206,168,u,0,530,0,0,False,0.0,0,0.0,0,p514280,0,0.0,0,0.0,590,0,,0,7366,,0,0,0.0,0.0,0.0,585,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-09T11:15:16.064928Z,0,0,0,478,0,0,0.00,669,198,0,False,0,0,0,206,0.0,0.00,194,0.0,566,207
171,Malo Gusto,49,DEF,Chelsea,32,0,905,1,1.32,0.0,79,1.6,163,,1,0,,Gusto,2023-01-28,206,0,0,,59.5,0.09,0.2,1.18,3408,1.23,21,0.08,108,87,a,1,198,3,157,True,0.17,1297,0.97,0,p482609,0,0.8,-1,111.0,337,0,,0,498524,73.0,0,0,1.5,100.0,100.0,170,1.41,0,1.3,6.5,0,0.07,1.3,2024-11-13T09:30:07.704412Z,0,14,0,314,1,0,20.36,276,31,0,False,322227,19,0,65,232.4,2.41,46,249.4,108,51
172,Reece James,48,DEF,Chelsea,20,0,5845,0,1.68,0.0,112,2.5,227,2.0,1,0,,James,2019-05-15,306,1,0,,25.1,0.03,0.8,0.53,2724,0.16,58,0.1,60,13,a,2,364,1,85,True,0.13,482,1.12,0,p225796,0,3.8,-2,16.0,188,0,2.0,0,96881,241.0,0,0,0.8,100.0,100.0,315,1.74,0,4.3,4.2,0,0.0,4.3,2024-11-21T14:00:08.020459Z,1,6,0,71,1,0,9.33,307,36,0,False,156135,9,0,85,125.0,0.69,123,109.7,224,102
173,Omari Kellyman,43,MID,Chelsea,0,0,963,0,0.0,0.0,240,0.0,516,,0,0,,Kellyman,2024-06-29,626,0,0,Hamstring injury - Unknown return date,0.0,0.0,0.0,0.00,403,0.00,242,0.0,242,189,i,2,591,0,0,True,0.0,0,0.0,0,p549068,0,0.0,-2,0.0,632,0,,0,6884,241.0,0,0,0.1,0.0,0.0,627,0.0,0,0.0,0.0,0,0.0,0.0,2024-09-08T23:00:06.668188Z,0,0,0,543,0,0,0.00,587,333,0,False,8098,0,0,192,0.0,0.00,231,0.0,617,240
174,Roméo Lavia,45,MID,Chelsea,15,0,25,1,1.7,0.0,161,1.5,270,,0,0,,Lavia,2023-08-18,350,0,0,Muscle injury - Unknown return date,19.6,0.03,0.0,0.30,1021,0.18,148,0.05,159,237,i,0,409,4,81,True,0.08,530,1.36,0,p514356,0,0.0,0,5.0,346,0,,0,256515,21.0,0,0,0.5,0.0,0.0,345,1.86,0,0.0,3.3,0,0.17,0.0,2025-01-17T15:00:07.202444Z,0,8,0,622,1,0,10.96,432,269,0,False,188718,10,0,83,90.4,0.48,215,99.8,238,169
175,Romelu Lukaku Bolingoli,63,FWD,Chelsea,0,0,0,0,0.0,0.0,79,0.0,371,,0,0,,Lukaku,,766,0,0,Permanent transfer to Napoli,0.0,0.0,0.0,0.00,61,0.00,79,0.0,79,75,u,2,766,0,0,False,0.0,0,0.0,0,p66749,0,0.0,-2,0.0,766,0,,0,61447,,0,0,0.2,0.0,0.0,766,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-30T10:21:53.872158Z,0,0,0,757,0,0,0.00,50,21,0,False,8049,0,0,59,0.0,0.00,79,0.0,766,79
