id,name,now_cost,position,team,total_points,dreamteam_count,transfers_in_event,clean_sheets,goals_conceded_per_90,saves_per_90,influence_rank_type,points_per_game,selected_rank,corners_and_indirect_freekicks_order,event_points,mng_draw,penalties_order,web_name,team_join_date,influence_rank,bonus,mng_underdog_win,news,ict_index,expected_goals_per_90,value_form,expected_assists,transfers_out_event,expected_goals,creativity_rank_type,expected_assists_per_90,points_per_game_rank_type,form_rank_type,status,cost_change_start_fall,threat_rank,yellow_cards,bps,can_select,expected_goal_involvements_per_90,minutes,starts_per_90,penalties_saved,opta_code,saves,form,cost_change_start,threat,points_per_game_rank,cost_change_event_fall,direct_freekicks_order,penalties_missed,transfers_out,region,mng_underdog_draw,cost_change_event,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,ict_index_rank,expected_goals_conceded_per_90,mng_win,ep_this,value_season,mng_loss,clean_sheets_per_90,ep_next,news_added,goals_scored,starts,mng_clean_sheets,form_rank,assists,mng_goals_scored,expected_goals_conceded,now_cost_rank,now_cost_rank_type,red_cards,in_dreamteam,transfers_in,goals_conceded,own_goals,selected_rank_type,influence,expected_goal_involvements,threat_rank_type,creativity,creativity_rank,ict_index_rank_type
1,Fábio Ferreira Vieira,54,MID,Arsenal,0,0,0,0,0.0,0.0,326,0.0,690,,0,0,,Fábio Vieira,,758,0,0,Has joined Portuguese side FC Porto on loan for the 2024/25 season,0.0,0.0,0.0,0.00,1,0.00,326,0.0,326,313,u,1,754,0,0,False,0.0,0,0.0,0,p438098,0,0.0,-1,0.0,758,0,,0,2808,,0,0,0.0,0.0,0.0,758,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-29T11:06:25.241953Z,0,0,0,736,0,0,0.00,136,82,0,False,439,0,0,289,0.0,0.00,324,0.0,757,326
2,Gabriel Fernando de Jesus,66,FWD,Arsenal,42,2,71,2,0.75,0.0,26,2.5,186,,0,0,,G.Jesus,2022-07-04,274,6,0,Knee injury - Unknown return date,52.6,0.46,0.0,0.52,6133,3.05,25,0.08,24,76,i,4,82,4,152,True,0.54,600,0.9,0,p205651,0,0.0,-4,255.0,199,0,,0,1384619,30.0,0,0,1.3,0.0,0.0,201,0.87,0,0.0,6.4,0,0.3,0.0,2025-01-12T22:00:07.802845Z,3,6,0,763,2,0,5.82,40,19,0,False,1237502,5,0,31,154.4,3.57,26,119.5,210,26
3,Gabriel dos Santos Magalhães,63,DEF,Arsenal,94,2,55018,7,0.95,0.0,14,4.3,9,,2,0,,Gabriel,2020-09-01,46,8,0,,94.0,0.12,0.4,1.03,15534,2.56,36,0.05,4,36,a,-3,75,3,353,True,0.17,1898,1.04,0,p226597,0,2.8,3,272.0,40,1,,0,2807193,30.0,0,-1,27.8,100.0,100.0,84,0.93,0,2.8,14.9,0,0.33,3.3,2024-11-27T10:30:06.325759Z,3,22,0,136,2,0,19.52,53,3,0,True,4262520,20,0,3,496.4,3.59,3,170.8,163,13
4,Kai Havertz,78,FWD,Arsenal,96,1,44566,7,0.98,0.0,8,4.6,47,,12,0,3.0,Havertz,2023-06-28,56,14,0,,142.6,0.46,0.7,1.63,7777,9.39,10,0.08,9,5,a,2,9,4,340,True,0.54,1839,1.03,0,p219847,0,5.5,-2,701.0,27,0,,0,3279598,80.0,0,0,7.9,100.0,100.0,23,0.93,0,5.5,12.3,0,0.34,6.0,2025-01-02T08:00:08.350130Z,9,21,0,27,3,0,19.00,13,4,0,False,2572255,20,0,10,467.2,11.02,5,257.0,101,7
5,Karl Hein,40,GKP,Arsenal,0,0,0,0,0.0,0.0,64,0.0,606,,0,0,,Hein,,574,0,0,Loaned to Real Valladolid,0.0,0.0,0.0,0.00,14,0.00,46,0.0,64,57,u,0,517,0,0,False,0.0,0,0.0,0,p463748,0,0.0,0,0.0,579,0,,0,4414,,0,0,0.0,0.0,0.0,575,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-14T08:31:46.556082Z,0,0,0,466,0,0,0.00,654,55,0,False,0,0,0,69,0.0,0.00,32,0.0,556,64
6,Jurriën Timber,56,DEF,Arsenal,73,2,10566,7,0.82,0.0,64,3.5,84,,1,0,,J.Timber,2023-07-14,172,5,0,,68.3,0.04,0.4,1.01,6511,0.75,27,0.05,21,53,a,-1,121,7,274,True,0.09,1755,1.03,0,p445122,0,2.2,1,187.0,95,0,,0,900789,152.0,0,0,4.3,100.0,100.0,133,0.8,0,2.2,13.0,0,0.36,2.7,2025-01-12T22:00:07.815228Z,1,20,0,173,1,0,15.51,103,10,0,False,1232269,16,0,30,276.2,1.76,9,221.9,127,35
7,Jorge Luiz Frello Filho,47,MID,Arsenal,13,0,236,1,0.99,0.0,180,1.3,346,,0,0,,Jorginho,2023-01-31,400,0,0,,10.4,0.01,0.0,0.47,415,0.04,174,0.09,179,269,a,3,423,3,82,True,0.1,456,1.18,0,p85955,0,0.0,-3,3.0,380,0,,0,46661,106.0,0,0,0.2,100.0,100.0,388,0.84,0,0.0,2.8,0,0.2,0.5,2025-01-12T22:00:07.826638Z,0,6,0,667,0,0,4.27,327,213,0,False,29264,5,0,111,35.8,0.51,222,64.7,287,189
8,Jakub Kiwior,48,DEF,Arsenal,13,0,183,1,1.39,0.0,133,1.6,385,,0,0,,Kiwior,2023-01-23,385,0,0,,6.3,0.0,0.0,0.03,264,0.00,137,0.01,107,248,a,2,717,0,39,True,0.01,323,0.56,0,p440854,0,0.0,-2,0.0,336,0,,0,35692,172.0,0,0,0.2,,,419,1.24,0,0.0,2.7,0,0.28,0.5,,0,2,0,686,0,0,4.45,318,40,0,False,25377,5,0,132,49.2,0.03,254,13.7,399,140
9,Gabriel Martinelli Silva,67,MID,Arsenal,89,1,15757,7,0.93,0.0,37,4.0,98,,5,0,,Martinelli,2019-07-15,103,6,0,Hamstring injury - 75% chance of playing,131.6,0.25,0.6,2.96,9067,4.04,48,0.18,29,28,d,3,24,1,283,True,0.43,1452,0.99,0,p444145,0,4.0,-3,570.0,57,0,,0,1101791,30.0,0,0,3.4,75.0,100.0,37,0.91,0,4.0,13.3,0,0.43,3.4,2025-02-06T00:00:08.092348Z,6,16,0,67,3,0,14.75,38,19,0,False,1116778,15,0,29,389.4,7.00,13,356.9,62,25
12,Ethan Nwaneri,45,MID,Arsenal,30,0,12540,0,0.32,0.0,130,2.1,235,,6,0,,Nwaneri,2022-09-17,293,1,0,,29.9,0.18,0.4,0.43,1288,0.56,158,0.14,115,88,a,0,230,1,110,True,0.32,281,0.96,0,p499175,0,1.8,0,80.0,262,0,,0,106234,241.0,0,0,0.7,100.0,100.0,293,0.65,0,1.8,6.7,0,0.0,2.3,2025-01-04T22:00:06.872110Z,3,3,0,206,0,0,2.04,426,265,0,False,153022,1,0,72,136.8,0.99,130,82.3,257,147
13,Martin Ødegaard,82,MID,Arsenal,60,0,19558,6,0.77,0.0,70,3.8,71,3.0,6,0,2.0,Ødegaard,2021-08-20,171,6,0,,105.6,0.22,0.5,3.33,5263,3.12,24,0.23,34,29,a,3,71,2,271,True,0.45,1281,1.05,0,p184029,0,4.0,-3,277.0,72,0,1.0,0,1972124,161.0,0,0,4.9,100.0,100.0,64,0.74,0,4.0,7.3,0,0.42,4.5,2024-09-10T00:30:06.311550Z,2,15,0,68,3,0,10.59,11,8,0,False,882188,11,0,20,278.6,6.45,46,497.7,30,41
15,David Raya Martin,55,GKP,Arsenal,93,2,21123,8,0.92,2.46,12,3.9,11,,3,0,,Raya,2024-07-04,43,8,0,,50.3,0.0,0.7,0.01,33637,0.00,80,0.0,7,5,a,0,758,2,339,True,0.0,2160,1.0,0,p154561,59,3.8,0,0.0,60,0,,0,2712906,200.0,0,0,25.8,100.0,75.0,207,0.88,0,2.8,16.9,0,0.33,4.3,2025-01-30T11:00:08.979724Z,0,24,0,83,0,0,21.20,108,2,0,False,2614636,22,0,1,502.6,0.01,80,0.0,760,12
16,Declan Rice,62,MID,Arsenal,69,0,9697,6,1.04,0.0,25,3.1,118,2.0,10,0,,Rice,2023-07-15,81,8,0,,123.2,0.08,0.7,4.03,2627,1.47,12,0.21,55,21,a,3,112,3,389,True,0.29,1739,1.04,0,p204480,0,4.2,-3,198.0,122,0,2.0,0,648729,241.0,0,0,2.6,100.0,100.0,45,0.83,0,4.2,11.1,0,0.31,4.7,2024-12-14T22:30:07.561621Z,1,20,0,55,5,0,16.13,59,34,1,False,251723,20,0,35,418.6,5.50,74,620.2,14,30
17,Bukayo Saka,102,MID,Arsenal,107,4,310,6,0.92,0.0,12,6.7,38,1.0,0,0,1.0,Saka,2018-11-28,37,16,0,Hamstring injury - Expected back 08 Mar,174.9,0.3,0.0,5.60,12608,4.17,11,0.4,4,333,i,-2,19,3,435,True,0.7,1268,1.14,0,p223340,0,0.0,2,604.0,5,0,,0,7638708,241.0,0,0,8.9,0.0,0.0,10,0.75,0,0.0,10.5,0,0.43,0.0,2024-12-21T21:30:07.668871Z,5,16,0,769,11,0,10.52,4,3,0,False,5221939,13,0,10,516.2,9.77,10,630.0,12,7
18,William Saliba,62,DEF,Arsenal,87,3,22823,8,0.84,0.0,29,4.0,18,,2,0,,Saliba,2019-07-25,76,9,0,,59.7,0.09,0.5,0.80,13397,1.88,73,0.04,6,24,a,-2,218,2,363,True,0.13,1919,1.03,0,p462424,0,3.2,2,89.0,54,0,,0,4128287,73.0,0,0,21.7,100.0,100.0,169,0.82,0,3.2,14.0,0,0.38,3.7,2025-01-18T23:00:07.959087Z,2,22,0,105,0,0,17.52,68,4,1,False,2193957,18,0,7,425.4,2.68,56,79.8,262,50
20,Thomas Partey,49,MID,Arsenal,76,0,2826,5,0.97,0.0,19,3.3,233,,8,0,,Thomas,2020-10-05,68,6,0,,83.1,0.07,0.8,1.59,947,1.53,73,0.08,46,32,a,1,171,2,403,True,0.15,1851,0.97,0,p167199,0,3.8,-1,136.0,105,0,,0,253824,81.0,0,0,0.7,100.0,100.0,104,0.94,0,3.8,15.5,0,0.24,4.3,2024-11-30T22:00:07.258906Z,3,20,0,74,3,0,19.34,251,160,0,False,276106,20,0,71,436.6,3.12,105,255.9,102,62
21,Kieran Tierney,43,DEF,Arsenal,2,0,190,0,0.0,0.0,175,1.0,557,,0,0,,Tierney,2019-08-08,497,0,0,,1.6,0.0,0.1,0.23,142,0.00,138,1.29,155,95,a,2,431,0,10,True,1.29,16,0.0,0,p192895,0,0.5,-2,2.0,433,0,,0,6604,243.0,0,0,0.0,100.0,100.0,480,1.18,0,0.5,0.5,0,0.0,1.0,2024-08-12T14:30:04.394338Z,0,0,0,330,0,0,0.21,568,125,0,False,4039,0,0,193,2.2,0.23,156,11.0,404,167
22,Tomiyasu Takehiro,48,DEF,Arsenal,1,0,17,0,0.0,0.0,180,1.0,583,,0,0,,Tomiyasu,2021-08-31,508,0,0,Knee injury - Unknown return date,1.0,2.7,0.0,0.00,25,0.18,174,0.0,164,247,i,2,386,0,2,True,2.7,6,0.0,0,p223723,0,0.0,-2,9.0,468,0,,0,7739,108.0,0,0,0.0,0.0,0.0,487,0.6,0,0.0,0.2,0,0.0,0.0,2024-10-18T16:00:06.930143Z,0,0,0,682,0,0,0.04,305,35,0,False,1652,0,0,200,0.4,0.18,132,0.3,477,169
23,Leandro Trossard,68,MID,Arsenal,85,1,18217,6,0.99,0.0,43,3.5,122,4.0,2,0,4.0,Trossard,2023-01-20,115,10,0,,112.6,0.2,0.9,2.46,8154,3.23,47,0.15,43,9,a,2,49,1,322,True,0.35,1451,0.99,0,p116216,0,6.0,-2,402.0,96,0,,0,584665,21.0,0,0,2.4,100.0,100.0,54,0.77,0,6.0,12.5,0,0.37,6.5,2024-11-21T08:30:08.540890Z,4,16,0,23,5,0,12.48,31,15,1,False,587741,16,0,38,361.6,5.69,30,363.9,61,35
24,Benjamin White,61,DEF,Arsenal,27,0,70,3,0.91,0.0,110,3.0,138,,0,0,,White,2021-07-30,302,0,0,Knee injury - Unknown return date,21.3,0.02,0.0,0.32,1455,0.13,91,0.04,35,255,i,4,322,2,112,True,0.06,694,0.91,0,p198869,0,0.0,-4,29.0,132,0,,0,983426,241.0,0,0,2.1,0.0,0.0,336,1.28,0,0.0,4.4,0,0.39,0.0,2024-11-14T13:00:07.861117Z,0,7,0,753,1,0,9.87,72,5,0,False,146079,7,0,53,128.4,0.45,105,55.3,305,112
25,Oleksandr Zinchenko,48,DEF,Arsenal,17,0,378,2,0.0,0.0,152,2.1,214,,0,0,,Zinchenko,2022-07-22,428,0,0,,7.2,0.02,0.0,0.08,651,0.06,118,0.03,84,125,a,2,341,1,66,True,0.05,238,0.76,0,p206325,0,0.2,-2,23.0,263,0,,0,310958,225.0,0,0,0.9,100.0,100.0,410,0.69,0,0.2,3.5,0,0.76,0.7,2024-12-09T09:30:06.099861Z,0,2,0,396,0,0,1.82,302,34,0,False,91948,0,0,82,22.2,0.14,112,26.5,359,135
73,Norberto Murara Neto,41,GKP,Arsenal,7,0,347,0,1.0,5.5,34,3.5,230,,0,0,,Neto,2024-08-30,361,0,0,,7.8,0.0,0.0,0.00,610,0.00,56,0.0,11,67,a,4,568,0,30,True,0.0,180,1.0,0,p69752,11,0.0,-4,0.0,87,0,,0,248289,30.0,0,0,0.8,100.0,100.0,408,1.46,0,0.0,1.7,0,0.0,0.5,2024-10-05T17:30:06.760449Z,0,2,0,516,0,0,2.91,611,40,0,False,88385,2,0,32,77.8,0.00,43,0.0,601,34
186,Raheem Sterling,67,MID,Arsenal,12,0,305,0,0.85,0.0,182,1.3,222,,1,0,,Sterling,2024-08-30,402,0,0,,16.0,0.37,0.1,0.15,452,0.88,182,0.06,186,156,a,3,235,1,32,True,0.43,213,1.27,0,p103955,0,0.8,-3,79.0,388,0,3.0,0,156900,241.0,0,0,0.8,100.0,100.0,358,0.8,0,0.8,1.8,0,0.0,1.3,2024-12-21T21:30:08.006504Z,0,3,0,319,1,0,1.90,36,17,0,False,49232,2,0,67,35.8,1.03,132,47.4,314,175
578,Riccardo Calafiori,58,DEF,Arsenal,34,1,3209,1,1.2,0.0,78,2.6,187,,1,0,,Calafiori,2024-07-29,204,1,0,,46.0,0.08,0.3,0.56,1897,0.67,69,0.07,54,60,a,2,163,3,126,True,0.15,750,0.96,0,p466075,0,2.0,-2,142.0,178,0,,0,391129,106.0,0,0,1.3,100.0,100.0,225,0.97,0,2.0,5.9,0,0.12,2.5,2025-01-12T22:00:08.460074Z,2,8,0,195,1,0,8.09,91,8,0,False,225956,10,0,74,233.0,1.23,28,85.2,252,69
597,Myles Lewis-Skelly,45,MID,Arsenal,17,0,10030,2,1.15,0.0,151,1.7,323,,7,0,,Lewis-Skelly,2022-12-04,329,0,0,,19.9,0.01,0.4,0.21,760,0.04,170,0.03,145,73,a,0,318,2,117,True,0.04,549,1.15,0,p499169,0,2.0,0,29.0,319,0,,0,22596,241.0,0,0,0.3,100.0,100.0,340,0.91,0,2.0,3.8,0,0.33,2.5,2025-01-23T00:00:08.472734Z,1,7,0,184,0,0,5.55,425,264,1,False,45712,7,0,101,103.6,0.25,173,67.1,281,168
633,Mikel Merino,60,MID,Arsenal,39,0,231,2,1.07,0.0,102,2.4,496,,1,0,,Merino,2024-08-27,234,2,0,,56.1,0.27,0.2,0.70,291,2.24,124,0.08,95,141,a,0,98,2,165,True,0.35,759,0.95,0,p195384,0,1.0,0,225.0,216,0,,0,22766,200.0,0,0,0.1,100.0,100.0,184,0.84,0,1.0,6.5,0,0.24,1.5,2025-01-27T01:00:09.275216Z,2,8,0,290,1,0,7.12,77,50,0,False,25091,9,0,179,203.6,2.94,64,133.3,195,100
638,Salah-Eddine Oulad M'hand,45,MID,Arsenal,0,0,29,0,0.0,0.0,276,0.0,669,,0,0,,Oulad M'hand,2021-10-25,683,0,0,,0.0,0.0,0.0,0.00,34,0.00,277,0.0,277,234,a,0,661,0,0,True,0.0,0,0.0,0,p498046,0,0.0,0,0.0,687,0,,0,1905,152.0,0,0,0.0,,,683,0.0,0,0.0,0.0,0,0.0,0.5,,0,0,0,619,0,0,0.00,424,263,0,False,2302,0,0,275,0.0,0.00,269,0.0,678,276
639,Tommy Setford,45,GKP,Arsenal,0,0,93,0,0.0,0.0,80,0.0,540,,0,0,,Setford,2024-07-24,707,0,0,,0.0,0.0,0.0,0.00,90,0.00,74,0.0,80,78,a,0,686,0,0,True,0.0,0,0.0,0,p551221,0,0.0,0,0.0,710,0,,0,3986,241.0,0,0,0.1,,,706,0.0,0,0.0,0.0,0,0.0,0.5,,0,0,0,644,0,0,0.00,457,19,0,False,3807,0,0,67,0.0,0.00,68,0.0,700,80
657,Maldini Kacurri,40,DEF,Arsenal,0,0,125,0,0.0,0.0,222,0.0,504,,0,0,,Kacurri,2024-09-14,603,0,0,Loaned to Bromley,0.0,0.0,0.0,0.00,259,0.00,220,0.0,221,186,u,0,551,0,0,False,0.0,0,0.0,0,p588793,0,0.0,0,0.0,609,0,,0,8557,2.0,0,0,0.1,0.0,,604,0.0,0,0.0,0.0,0,0.0,0.0,2025-02-04T10:52:26.271821Z,0,0,0,500,0,0,0.00,695,220,0,False,11257,0,0,176,0.0,0.00,211,0.0,586,222
659,Ismeal Kabia,45,MID,Arsenal,0,0,32,0,0.0,0.0,301,0.0,665,,0,0,,Kabia,2024-09-14,717,0,0,,0.0,0.0,0.0,0.00,38,0.00,301,0.0,302,262,a,0,696,0,0,True,0.0,0,0.0,0,p588796,0,0.0,0,0.0,719,0,,0,2067,152.0,0,0,0.0,,,716,0.0,0,0.0,0.0,0,0.0,0.5,,0,0,0,654,0,0,0.00,469,297,0,False,2635,0,0,272,0.0,0.00,295,0.0,710,300
662,Josh Nichols,40,DEF,Arsenal,0,0,128,0,0.0,0.0,204,0.0,555,,0,0,,Nichols,2024-07-24,581,0,0,,0.0,0.0,0.0,0.00,88,0.00,201,0.0,203,164,a,0,526,0,0,True,0.0,0,0.0,0,p499167,0,0.0,0,0.0,587,0,,0,3378,241.0,0,0,0.0,,,582,0.0,0,0.0,0.0,0,0.0,0.5,,0,0,0,474,0,0,0.00,664,193,0,False,4384,0,0,192,0.0,0.00,190,0.0,563,204
665,Nathan Butler-Oyedeji,45,FWD,Arsenal,0,0,461,0,0.0,0.0,56,0.0,369,,0,0,,Butler-Oyedeji,2024-09-18,666,0,0,,0.0,0.0,0.0,0.00,660,0.00,56,0.0,60,47,a,0,642,0,0,True,0.0,0,0.0,0,p461025,0,0.0,0,0.0,670,0,,0,38772,241.0,0,0,0.2,,,666,0.0,0,0.0,0.0,0,0.0,0.5,,0,0,0,601,0,0,0.00,397,66,0,False,52575,0,0,58,0.0,0.00,56,0.0,660,56
735,Mikel Arteta,15,MNG,Arsenal,20,0,4707,0,0.0,0.0,19,0.0,280,,11,0,,Arteta,2019-12-22,531,0,0,,0.0,0.0,6.7,0.00,778,0.00,19,0.0,19,3,a,0,463,0,0,True,0.0,0,0.0,0,man51018,0,10.0,0,0.0,537,0,,0,1877,200.0,0,0,3.4,,,532,0.0,2,10.0,13.3,0,0.0,10.5,,0,0,1,5,0,6,0.00,754,4,0,False,5197,0,0,4,0.0,0.00,19,0.0,507,19
756,Jack Porter,40,GKP,Arsenal,0,0,113,0,0.0,0.0,72,0.0,729,,0,0,,Porter,2024-09-18,613,0,0,,0.0,0.0,0.0,0.00,40,0.00,54,0.0,72,65,a,0,562,0,0,True,0.0,0,0.0,0,p616059,0,0.0,0,0.0,619,0,,0,56,241.0,0,0,0.0,,,614,0.0,0,0.0,0.0,0,0.0,0.5,,0,0,0,511,0,0,0.00,706,63,0,False,349,0,0,75,0.0,0.00,40,0.0,596,72
28,Leon Bailey,62,MID,Aston Villa,44,0,1267,2,1.4,0.0,131,2.2,223,3.0,1,0,,Bailey,2021-08-04,294,2,0,,63.4,0.13,0.2,2.87,1498,1.45,86,0.25,113,127,a,3,76,2,160,True,0.38,1028,1.14,0,p215711,0,1.2,-3,268.0,254,0,4.0,0,445216,107.0,0,0,0.8,100.0,100.0,154,1.02,0,1.2,7.1,0,0.18,1.2,2024-12-09T09:30:06.119495Z,1,13,0,263,2,0,11.64,61,36,0,False,164800,16,0,68,136.6,4.32,49,231.6,122,89
29,Ross Barkley,52,MID,Aston Villa,40,1,8,1,1.49,0.0,104,2.5,337,,0,0,,Barkley,2024-07-01,236,5,0,Calf injury - 50% chance of playing,50.3,0.28,0.0,0.41,443,1.68,136,0.07,85,310,d,3,127,3,150,True,0.35,544,0.5,0,p88894,0,0.0,-3,185.0,197,0,,0,89302,241.0,0,0,0.2,50.0,0.0,206,0.89,0,0.0,7.7,0,0.17,0.0,2025-01-11T01:30:08.379812Z,3,3,0,730,1,0,5.36,160,96,0,False,25961,9,0,105,203.4,2.09,84,115.5,217,107
30,Enzo Barrenechea,49,MID,Aston Villa,0,0,0,0,0.0,0.0,314,0.0,649,,0,0,,Barrenechea,,740,0,0,Loaned to Valencia CF,0.0,0.0,0.0,0.00,6,0.00,314,0.0,314,292,u,1,728,0,0,False,0.0,0,0.0,0,p491287,0,0.0,-1,0.0,740,0,,0,5292,,0,0,0.0,0.0,0.0,740,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-31T06:33:47.934620Z,0,0,0,703,0,0,0.00,281,183,0,False,872,0,0,267,0.0,0.00,311,0.0,736,314
31,Emiliano Buendía Stati,51,MID,Aston Villa,11,0,28,0,2.02,0.0,204,0.9,491,,0,0,,Buendia,2021-06-10,442,0,0,Loaned to Bayer Leverkusen,5.2,0.66,0.1,0.03,258,0.65,203,0.03,233,163,u,4,365,1,37,False,0.69,89,0.0,0,p195546,0,0.5,-4,16.0,494,0,3.0,0,15881,10.0,0,0,0.1,0.0,,435,2.3,0,0.5,2.2,0,0.0,0.0,2025-02-03T10:22:17.157838Z,0,0,0,342,0,0,2.27,180,109,0,False,6966,2,0,176,16.4,0.68,197,23.2,372,207
32,Matty Cash,44,DEF,Aston Villa,38,0,42,2,1.22,0.0,77,2.4,194,,0,0,,Cash,2020-09-03,202,1,0,Muscle injury - Expected back 25 Feb,45.2,0.02,0.7,0.96,9503,0.22,54,0.07,63,25,i,1,207,5,133,True,0.09,1258,1.07,0,p199796,0,3.0,-1,98.0,203,0,,0,391464,172.0,0,0,1.2,0.0,0.0,226,1.26,0,0.0,8.6,0,0.14,0.0,2025-01-31T15:00:08.473024Z,1,15,0,109,1,0,17.63,498,92,0,False,196158,17,0,77,233.4,1.18,50,120.0,208,70
33,Leander Dendoncker,45,MID,Aston Villa,0,0,0,0,0.0,0.0,253,0.0,368,,0,0,,Dendoncker,,650,0,0,On loan to Anderlecht for the rest of the season,0.0,0.0,0.0,0.00,109,0.00,254,0.0,254,210,u,0,626,0,0,False,0.0,0,0.0,0,p151589,0,0.0,0,0.0,654,0,,0,92649,,0,0,0.2,0.0,0.0,650,0.0,0,0.0,0.0,0,0.0,0.0,2024-09-02T10:45:36.198316Z,0,0,0,583,0,0,0.00,369,234,0,False,18187,0,0,119,0.0,0.00,246,0.0,644,253
34,Moussa Diaby,65,MID,Aston Villa,0,0,0,0,0.0,0.0,333,0.0,666,,0,0,,Diaby,,768,0,0,Permanent transfer to Al Ittihad,0.0,0.0,0.0,0.00,4,0.00,333,0.0,333,331,u,0,768,0,0,False,0.0,0,0.0,0,p243557,0,0.0,0,0.0,768,0,,0,3392,,0,0,0.0,0.0,0.0,768,0.0,0,0.0,0.0,0,0.0,0.0,2024-07-26T08:50:40.300928Z,0,0,0,761,0,0,0.00,43,23,0,False,0,0,0,273,0.0,0.00,333,0.0,768,333
35,Diego Carlos Santos Silva,45,DEF,Aston Villa,21,0,0,2,1.63,0.0,102,2.1,303,,0,0,,Diego Carlos,2022-06-10,276,1,0,loaned to Fenerbahçe,21.5,0.07,0.0,0.08,731,0.64,144,0.01,83,232,u,0,273,1,69,False,0.08,828,0.87,0,p165659,0,0.0,0,54.0,261,0,,0,91615,30.0,0,0,0.3,0.0,0.0,334,1.29,0,0.0,4.7,0,0.22,0.0,2025-01-03T19:30:08.711012Z,0,8,0,584,0,0,11.88,370,57,0,False,50956,15,0,110,150.6,0.72,85,9.2,421,110
36,Lucas Digne,46,DEF,Aston Villa,63,2,7744,3,1.47,0.0,36,2.6,53,2.0,1,0,,Digne,2022-01-13,96,6,0,,96.8,0.04,0.7,2.97,9965,0.77,7,0.15,53,20,a,-1,203,3,278,True,0.19,1770,1.07,0,p101188,0,3.2,1,103.0,168,0,2.0,0,1245544,73.0,0,0,6.8,,,80,1.27,0,3.2,13.7,0,0.15,3.2,,0,21,0,97,4,0,24.93,351,48,0,False,1687987,29,0,18,396.2,3.74,47,467.3,39,10
37,Lewis Dobbin,50,MID,Aston Villa,0,0,0,0,0.0,0.0,321,0.0,755,,0,0,,Dobbin,,749,0,0,Permanent transfer to West Bromwich Albion,0.0,0.0,0.0,0.00,3,0.00,321,0.0,321,303,u,0,741,0,0,False,0.0,0,0.0,0,p461421,0,0.0,0,0.0,749,0,,0,288,,0,0,0.0,0.0,0.0,749,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-07T08:21:33.016106Z,0,0,0,717,0,0,0.00,222,140,0,False,0,0,0,327,0.0,0.00,318,0.0,747,321
38,Jhon Durán,57,FWD,Aston Villa,53,0,1267,2,2.03,0.0,19,2.6,132,,0,0,,Duran,2023-01-23,173,9,0,Loaned to Al-Nassr,67.5,0.74,0.1,0.24,29569,5.11,32,0.03,22,36,u,3,57,3,222,False,0.77,622,0.58,0,p476344,0,0.5,-3,334.0,177,0,,0,1277004,48.0,0,0,2.1,0.0,100.0,136,1.44,0,0.5,9.3,0,0.29,0.0,2025-02-03T10:25:17.104554Z,7,4,0,350,0,0,9.94,97,25,1,False,1376643,14,0,19,273.8,5.35,20,68.9,280,21
39,Joe Gauci,40,GKP,Aston Villa,0,0,42,0,0.0,0.0,63,0.0,236,,0,0,,Gauci,2024-02-01,573,0,0,Loaned to Barnsley,0.0,0.0,0.0,0.00,986,0.00,45,0.0,63,56,u,0,516,0,0,False,0.0,0,0.0,0,p462492,0,0.0,0,0.0,578,0,,0,63674,13.0,0,0,0.7,0.0,,574,0.0,0,0.0,0.0,0,0.0,0.0,2025-02-03T10:19:41.424678Z,0,0,0,465,0,0,0.00,653,54,0,False,63380,0,0,33,0.0,0.00,31,0.0,555,63
40,Kortney Hause,39,DEF,Aston Villa,0,0,814,0,0.0,0.0,182,0.0,253,,0,0,,Hause,2019-07-01,538,0,0,,0.0,0.0,0.0,0.00,713,0.00,179,0.0,181,130,a,1,471,0,0,True,0.0,0,0.0,0,p123354,0,0.0,-1,0.0,544,0,,0,63350,241.0,0,0,0.6,,,539,0.0,0,0.0,0.0,0,0.0,0.0,,0,0,0,415,0,0,0.00,722,239,0,False,56332,0,0,96,0.0,0.00,162,0.0,515,182
41,Samuel Iling-Junior,54,MID,Aston Villa,0,0,0,0,0.0,0.0,327,0.0,639,,0,0,,Iling Jr,,759,0,0,Season long loan to Bologna,0.0,0.0,0.0,0.00,2,0.00,327,0.0,327,315,u,1,755,0,0,False,0.0,0,0.0,0,p469247,0,0.0,-1,0.0,759,0,,0,6718,,0,0,0.0,0.0,0.0,759,0.0,0,0.0,0.0,0,0.0,0.0,2024-08-29T11:07:04.555253Z,0,0,0,739,0,0,0.00,141,85,0,False,342,0,0,263,0.0,0.00,325,0.0,758,327
42,Boubacar Kamara,50,MID,Aston Villa,28,0,280,2,1.57,0.0,101,1.9,567,,2,0,,Kamara,2022-06-11,233,1,0,,34.5,0.02,0.4,0.31,219,0.27,145,0.03,129,67,a,0,309,2,170,True,0.05,1033,1.05,0,p226944,0,2.2,0,34.0,290,0,,0,4598,73.0,0,0,0.0,100.0,100.0,270,1.28,0,2.2,5.6,0,0.17,2.2,2024-11-11T16:00:06.089849Z,0,12,0,169,0,0,14.66,210,131,0,False,6499,18,0,218,203.8,0.58,167,106.2,233,137
