id,name,now_cost,position,team,total_points,assists,penalties_saved,goals_scored,cost_change_start_fall,expected_goal_involvements,goals_conceded,creativity_rank,in_dreamteam,chance_of_playing_next_round,influence_rank,threat,news,region,selected_rank,expected_assists,clean_sheets_per_90,value_form,clean_sheets,ep_next,transfers_out_event,chance_of_playing_this_round,ict_index_rank_type,cost_change_start,points_per_game_rank_type,goals_conceded_per_90,ict_index_rank,expected_goals_conceded,saves,creativity,ep_this,ict_index,expected_goal_involvements_per_90,expected_assists_per_90,points_per_game,expected_goals_per_90,penalties_missed,selected_by_percent,transfers_in,minutes,status,transfers_in_event,expected_goals,threat_rank,now_cost_rank,yellow_cards,cost_change_event_fall,red_cards,penalties_order,bps,web_name,form_rank,transfers_out,can_select,creativity_rank_type,news_added,dreamteam_count,selected_rank_type,points_per_game_rank,influence_rank_type,starts_per_90,saves_per_90,cost_change_event,corners_and_indirect_freekicks_order,form_rank_type,influence,bonus,expected_goals_conceded_per_90,now_cost_rank_type,threat_rank_type,event_points,form,value_season,own_goals,direct_freekicks_order,starts
49,Tyrone Mings,4.4,DEF,Aston Villa,2,0,0,0,1,0.17,1,425,False,100.0,394,12.0,,241.0,442,0.01,0.0,0.1,0,0.5,594,100.0,139,-1,75,1.0,406,1.03,0,0.7,1.0,3.3,0.17,0.01,2.0,0.16,0,0.1,9372,90,a,395,0.16,324,479,0,0,0,,13,Mings,317,9037,True,153,2024-08-05T15:00:04.309727Z,0,160,241,137,1.0,0.0,0,,97,20.6,0,1.03,91,107,0,0.5,0.5,0,,1
50,Kosta Nedeljković,4.0,DEF,Aston Villa,3,0,0,0,0,0.02,2,384,False,,387,0.0,,190.0,210,0.02,0.0,0.0,0,0.0,2068,,141,0,129,1.94,409,1.84,0,6.3,0.5,2.9,0.02,0.02,1.0,0.0,0,0.9,239312,93,a,259,0.0,485,670,0,0,0,,13,Nedeljkovic,456,197723,True,128,,0,83,380,135,0.0,0.0,0,,176,22.2,0,1.78,211,187,0,0.0,0.8,0,,0
51,Robin Olsen,4.5,GKP,Aston Villa,1,0,0,0,0,0.0,1,574,False,100.0,400,0.0,,206.0,427,0.0,0.0,0.0,0,0.2,468,100.0,33,0,34,2.0,434,0.79,2,0.0,0.7,1.8,0.0,0.0,1.0,0.0,0,0.1,7058,45,a,163,0.0,554,362,0,0,0,,3,Olsen,364,9788,True,62,2024-10-18T16:30:05.894923Z,0,60,398,33,0.0,4.0,0,,25,17.6,0,1.58,15,55,0,0.2,0.2,0,,0
52,Pau Torres,4.4,DEF,Aston Villa,27,0,0,0,1,0.59,22,266,False,100.0,153,52.0,,200.0,170,0.31,0.14,0.5,2,2.0,2386,100.0,69,-1,80,1.57,223,16.64,0,47.5,2.5,29.3,0.04,0.02,1.9,0.02,0,1.5,219808,1260,a,2171,0.28,224,506,1,0,0,,138,Pau,160,219262,True,71,2024-11-13T15:00:07.856081Z,0,68,256,60,1.0,0.0,0,,46,193.0,0,1.19,109,65,6,2.0,6.1,0,,14
53,Jacob Ramsey,5.4,MID,Aston Villa,22,2,0,0,1,1.86,14,153,False,0.0,265,113.0,Hamstring injury - Expected back 21 Dec,241.0,345,1.17,0.0,0.0,0,0.0,704,0.0,104,-1,95,1.99,199,9.42,0,122.1,0.0,33.7,0.27,0.17,2.2,0.1,0,0.2,43528,632,i,32,0.69,131,134,1,0,0,,118,Ramsey,672,60435,True,102,2024-11-10T23:00:07.265497Z,0,117,222,118,1.0,0.0,0,,302,99.4,0,1.34,79,85,0,0.0,4.1,0,,7
54,Morgan Rogers,5.4,MID,Aston Villa,59,2,0,4,-4,5.5,17,32,False,100.0,74,271.0,,241.0,17,2.41,0.15,0.6,2,3.5,66677,100.0,22,4,28,1.25,32,14.45,0,316.0,4.0,86.6,0.41,0.18,3.9,0.23,0,21.8,2976623,1221,a,27052,3.09,42,136,4,-1,0,,195,Rogers,79,1535193,True,27,2024-11-04T00:00:07.298201Z,1,5,57,25,1.11,0.0,1,,41,277.2,6,1.07,81,26,2,3.5,10.9,0,,15
55,Viljami Sinisalo,4.0,GKP,Aston Villa,0,0,0,0,0,0.0,0,479,False,0.0,500,0.0,Permanent transfer to Celtic,,691,0.0,0.0,0.0,0,0.0,0,0.0,51,0,51,0.0,502,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,443,625,0,0,0,,0,Sinisalo,413,62,False,29,2024-07-18T09:43:21.242291Z,0,72,503,51,0.0,0.0,0,,43,0.0,0,0.0,55,19,0,0.0,0.0,0,,0
56,Lino da Cruz Sousa,4.0,DEF,Aston Villa,0,0,0,0,0,0.0,0,505,False,0.0,525,0.0,Loaned to  Bristol Rovers,,496,0.0,0.0,0.0,0,0.0,78,0.0,189,0,186,0.0,527,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0,0,u,0,0.0,470,654,0,0,0,,0,Sousa,440,17612,False,187,2024-08-16T11:50:34.812830Z,0,179,529,189,0.0,0.0,0,,161,0.0,0,0.0,196,173,0,0.0,0.0,0,,0
57,Youri Tielemans,5.5,MID,Aston Villa,42,4,0,0,0,4.68,22,2,False,,38,79.0,,21.0,192,3.33,0.07,0.4,1,2.0,5954,,18,0,62,1.52,22,17.37,0,563.0,2.5,96.9,0.32,0.23,2.8,0.09,1,1.2,222484,1301,a,1068,1.35,178,108,3,0,0,2.0,291,Tielemans,175,202710,True,2,,0,55,146,11,1.04,0.0,0,1.0,86,327.0,5,1.2,65,109,1,2.0,7.6,0,,15
58,Ollie Watkins,9.0,FWD,Aston Villa,77,3,0,7,0,9.49,18,113,False,75.0,42,578.0,Knock - 75% chance of playing,241.0,14,1.07,0.32,0.6,4,4.1,150770,100.0,4,0,8,1.46,15,13.22,0,159.4,6.0,105.0,0.77,0.09,5.1,0.68,0,22.8,2572599,1109,d,14254,8.42,3,8,0,0,0,1.0,269,Watkins,23,3724830,True,10,2024-12-11T15:00:06.857766Z,3,4,17,6,1.14,0.0,0,,3,324.4,11,1.07,2,2,1,5.5,8.6,0,,14
233,Amadou Onana,4.9,MID,Aston Villa,31,0,0,2,1,1.77,13,215,False,100.0,169,168.0,,21.0,108,0.19,0.13,0.0,1,0.0,9451,50.0,89,-1,48,1.66,151,10.99,0,68.9,0.2,41.7,0.22,0.02,3.1,0.2,0,3.0,1421936,704,a,855,1.58,86,276,3,0,0,,146,Onana,632,1368753,True,135,2024-11-21T08:30:08.977638Z,0,32,113,64,1.28,0.0,0,,277,178.8,5,1.4,180,53,0,0.0,6.3,0,,10
569,Jaden Philogene,5.3,MID,Aston Villa,9,0,0,0,2,0.63,5,331,False,100.0,401,45.0,,241.0,523,0.17,0.28,0.2,1,1.0,125,100.0,180,-2,223,1.38,361,4.73,0,18.7,1.5,7.4,0.18,0.05,0.8,0.13,0,0.0,2873,325,a,109,0.46,241,154,2,0,1,,18,Jaden,275,7981,True,188,2024-10-19T16:30:07.135033Z,0,205,457,189,0.55,0.0,0,,142,17.4,0,1.31,92,134,1,1.0,1.7,0,,2
598,Lamare Bogarde,4.0,DEF,Aston Villa,2,0,0,0,0,0.11,5,334,False,,365,2.0,,152.0,320,0.11,0.0,0.0,0,0.0,627,,130,0,155,2.11,388,2.13,0,17.8,0.5,5.1,0.05,0.05,0.7,0.0,0,0.3,50651,213,a,195,0.0,382,656,1,0,0,,6,Bogarde,442,38507,True,107,,0,119,463,131,1.27,0.0,0,,163,31.8,0,0.9,198,132,0,0.0,0.5,0,,3
640,Sil Swinkels,4.0,DEF,Aston Villa,0,0,0,0,0,0.0,0,504,False,,524,0.0,,152.0,473,0.0,0.0,0.0,0,0.0,160,,188,0,185,0.0,526,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.1,7146,0,a,96,0.0,469,653,0,0,0,,0,Swinkels,439,4719,True,186,,0,171,528,188,0.0,0.0,0,,160,0.0,0,0.0,195,172,0,0.0,0.0,0,,0
641,Oliwier Zych,4.0,GKP,Aston Villa,0,0,0,0,0,0.0,0,507,False,,527,0.0,,172.0,232,0.0,0.0,0.0,0,0.0,1046,,64,0,64,0.0,529,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.7,80270,0,a,185,0.0,472,657,0,0,0,,0,Zych,443,30360,True,43,,0,33,531,64,0.0,0.0,0,,57,0.0,0,0.0,69,33,0,0.0,0.0,0,,0
656,Kadan Young,4.5,MID,Aston Villa,0,0,0,0,0,0.0,0,623,False,,627,0.0,,241.0,334,0.0,0.0,0.0,0,0.0,1085,,275,0,277,0.0,629,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.2,47112,0,a,976,0.0,607,445,0,0,0,,0,Young,579,29937,True,277,,0,109,633,273,0.0,0.0,0,,238,0.0,0,0.0,275,270,0,0.0,0.0,0,,0
679,Ben Broggio,4.5,MID,Aston Villa,0,0,0,0,0,0.0,0,635,False,,639,0.0,,241.0,666,0.0,0.0,0.0,0,0.0,49,,282,0,284,0.0,641,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,517,0,a,66,0.0,620,459,0,0,0,,0,Broggio,590,180,True,284,,0,295,644,280,0.0,0.0,0,,245,0.0,0,0.0,284,278,0,0.0,0.0,0,,0
59,Max Aarons,4.3,DEF,Bournemouth,1,0,0,0,2,0.01,0,417,False,,461,0.0,,241.0,393,0.01,0.0,0.0,0,0.2,290,,160,-2,136,0.0,463,0.03,0,1.3,0.2,0.3,0.06,0.06,1.0,0.0,0,0.2,9093,15,a,251,0.0,517,554,0,0,0,,5,Aarons,360,19733,True,149,,0,143,388,160,0.0,0.0,0,,124,1.4,0,0.18,133,204,0,0.2,0.2,0,,0
60,Tyler Adams,4.9,MID,Bournemouth,9,0,0,0,1,0.83,8,262,False,100.0,285,35.0,,229.0,599,0.08,0.26,0.3,1,1.5,176,100.0,148,-1,147,2.1,297,3.87,0,50.8,1.5,17.3,0.22,0.02,1.5,0.2,0,0.0,2812,343,a,176,0.75,261,257,2,0,0,,52,Adams,209,2013,True,163,2024-07-21T20:00:04.554690Z,0,257,320,130,1.05,0.0,0,,102,86.0,0,1.02,164,145,0,1.5,1.8,0,,4
61,Jaidon Anthony,4.5,MID,Bournemouth,0,0,0,0,0,0.0,0,586,False,0.0,591,0.0,Season long loan to Burnley,,426,0.0,0.0,0.0,0,0.0,194,0.0,245,0,247,0.0,593,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,8381,0,u,0,0.0,568,390,0,0,0,,0,Anthony,538,43513,False,247,2024-08-30T09:46:29.420148Z,0,152,597,243,0.0,0.0,0,,204,0.0,0,0.0,235,240,0,0.0,0.0,0,,0
62,David Brooks,4.9,MID,Bournemouth,17,1,0,1,1,1.14,2,233,False,100.0,326,47.0,,244.0,592,0.67,0.0,0.7,0,3.2,93,100.0,150,-1,102,1.26,300,2.0,0,61.2,3.2,16.9,0.72,0.42,2.1,0.3,0,0.0,2697,143,a,265,0.47,236,244,1,0,0,,59,Brooks,83,2141,True,145,2024-08-12T14:30:04.440536Z,0,250,233,154,0.63,0.0,0,,44,60.4,1,1.26,156,130,3,3.2,3.5,0,,1
63,Ryan Christie,4.9,MID,Bournemouth,30,0,0,1,1,1.78,14,80,False,100.0,160,92.0,,243.0,418,1.2,0.38,0.4,4,1.8,371,100.0,76,-1,103,1.32,133,11.77,0,194.5,1.8,47.4,0.16,0.11,2.1,0.05,0,0.1,18449,951,a,203,0.58,156,248,5,0,0,,173,Christie,185,29232,True,63,2024-11-09T20:00:07.258668Z,0,148,234,59,1.14,0.0,0,4.0,88,185.6,0,1.11,158,98,2,1.8,6.1,0,,12
64,Lewis Cook,5.0,MID,Bournemouth,40,3,0,1,0,2.41,18,30,False,100.0,62,71.0,,241.0,354,1.85,0.08,0.2,1,1.0,984,100.0,39,0,54,1.38,62,16.7,0,320.2,1.0,68.3,0.18,0.14,2.9,0.04,0,0.2,48972,1176,a,404,0.56,193,195,4,0,0,,227,Cook,268,40411,True,25,2024-11-30T22:00:07.304760Z,0,122,131,20,0.99,0.0,0,1.0,136,291.8,2,1.28,120,116,2,1.0,8.0,0,2.0,13
65,Enes Ünal,5.4,FWD,Bournemouth,20,1,0,1,1,2.24,2,279,False,100.0,317,144.0,,219.0,468,0.14,0.44,0.6,1,3.0,398,100.0,31,-1,34,0.89,256,4.0,0,40.8,3.0,24.3,0.99,0.06,1.7,0.93,0,0.1,12163,203,a,2171,2.1,101,130,1,0,0,,58,Enes Ünal,100,9631,True,31,2024-08-12T14:30:04.450058Z,0,63,293,30,0.44,0.0,0,,19,64.8,1,1.77,38,29,6,3.0,3.7,0,4.0,1
66,Romain Faivre,5.0,MID,Bournemouth,0,0,0,0,0,0.0,0,667,False,0.0,671,0.0,Loaned to Brest,,656,0.0,0.0,0.0,0,0.0,2,0.0,303,0,303,0.0,671,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23,0,u,0,0.0,664,216,0,0,0,,0,Faivre,648,1418,False,303,2024-08-20T12:15:06.505689Z,0,291,671,303,0.0,0.0,0,,290,0.0,0,0.0,137,301,0,0.0,0.0,0,,0
67,Hamed Traorè,4.5,MID,Bournemouth,0,0,0,0,0,0.0,0,585,False,0.0,590,0.0,Season long loan to A.J.Auxerre,,504,0.0,0.0,0.0,0,0.0,89,0.0,244,0,246,0.0,592,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,3525,0,u,0,0.0,567,386,0,0,0,,0,H.Traorè,537,18313,False,246,2024-08-29T11:07:43.785266Z,0,192,596,242,0.0,0.0,0,,203,0.0,0,0.0,234,239,0,0.0,0.0,0,,0
68,James Hill,3.9,DEF,Bournemouth,1,0,0,0,1,0.0,0,449,False,,463,0.0,,241.0,286,0.0,0.0,0.1,0,0.2,796,,162,-1,121,0.0,470,0.09,0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,0,0.4,27980,4,a,3440,0.0,409,687,0,0,0,,3,Hill,348,29690,True,160,,0,106,371,161,0.0,0.0,0,,113,1.0,0,2.02,226,141,1,0.2,0.3,0,,0
69,Daniel Jebbison,4.5,FWD,Bournemouth,2,0,0,0,0,0.0,0,359,False,0.0,449,2.0,Loaned to Watford,,201,0.0,0.0,0.0,0,0.0,2260,0.0,45,0,41,0.0,438,0.34,0,10.6,0.0,1.6,0.0,0.0,1.0,0.0,0,1.1,380085,26,u,0,0.0,392,437,0,0,0,,7,Jebbison,571,468714,False,41,2024-08-31T06:32:40.630710Z,0,35,404,45,0.0,0.0,0,,50,3.2,0,1.18,68,47,0,0.0,0.4,0,,0
70,Milos Kerkez,4.6,DEF,Bournemouth,48,2,0,1,-1,1.54,20,56,False,100.0,79,78.0,,98.0,75,1.31,0.14,1.0,2,4.5,6545,100.0,15,1,27,1.41,89,17.62,0,237.3,4.5,58.3,0.11,0.09,3.2,0.02,0,5.0,585165,1277,a,62168,0.23,180,352,2,0,0,,195,Kerkez,44,100607,True,10,2024-11-21T08:30:08.632085Z,1,27,98,27,1.06,0.0,0,,13,267.4,5,1.24,52,38,2,4.5,10.4,0,,15
71,Justin Kluivert,5.5,MID,Bournemouth,62,2,0,5,0,6.19,14,50,False,,66,371.0,,152.0,85,1.06,0.5,1.2,5,6.8,25428,,20,0,17,1.4,26,11.32,0,249.7,6.8,90.9,0.62,0.11,4.1,0.51,0,4.5,545919,897,a,45973,5.13,21,116,4,0,0,1.0,210,Kluivert,9,114223,True,41,,2,25,43,21,1.2,0.0,0,,7,287.6,5,1.14,71,10,2,6.8,11.3,0,,12
72,Chris Mepham,4.4,DEF,Bournemouth,0,0,0,0,1,0.0,0,554,False,0.0,564,0.0,On loan to Sunderland for the season,,565,0.0,0.0,0.0,0,0.0,24,0.0,220,-1,219,0.0,566,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,287,0,u,0,0.0,531,495,0,0,0,,0,Mepham,503,5996,False,219,2024-09-01T09:10:00.945219Z,0,197,570,220,0.0,0.0,0,,209,0.0,0,0.0,104,214,0,0.0,0.0,0,,0
74,Dango Ouattara,5.0,MID,Bournemouth,37,2,0,2,0,4.14,5,133,False,100.0,167,172.0,,35.0,548,1.15,0.17,0.8,1,3.8,104,100.0,72,0,50,0.87,127,6.63,0,135.7,3.8,48.7,0.72,0.2,3.1,0.52,0,0.0,4504,516,a,1037,2.99,83,230,0,0,0,,143,O.Dango,72,4835,True,94,2024-11-01T16:30:07.369192Z,1,222,116,63,0.7,0.0,0,,37,180.2,4,1.16,147,50,12,3.8,7.4,0,,4
75,Alex Paulsen,4.0,GKP,Bournemouth,0,0,0,0,0,0.0,0,497,False,0.0,517,0.0,Loaned to Auckland FC,,578,0.0,0.0,0.0,0,0.0,24,0.0,62,0,62,0.0,519,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,u,0,0.0,461,645,0,0,0,,0,Paulsen,431,2393,False,41,2024-08-10T12:14:13.050842Z,0,69,520,62,0.0,0.0,0,,55,0.0,0,0.0,67,31,0,0.0,0.0,0,,0
76,Philip Billing,4.8,MID,Bournemouth,5,0,0,0,2,0.89,1,265,False,100.0,371,9.0,,58.0,516,0.87,0.0,0.2,0,0.8,96,100.0,175,-2,199,1.64,350,0.83,0,47.8,0.8,8.6,1.45,1.42,1.0,0.03,0,0.0,4795,55,a,97,0.02,345,297,0,0,0,,27,Philip,293,8424,True,165,2024-08-29T09:30:04.570455Z,0,199,418,173,0.0,0.0,0,,148,29.6,0,1.36,196,186,1,0.8,1.0,0,3.0,0
77,Alex Scott,4.7,MID,Bournemouth,11,0,0,0,3,0.29,3,224,False,0.0,304,21.0,Knee injury - Unknown return date,241.0,560,0.17,0.35,0.0,1,0.0,60,0.0,153,-3,158,1.05,308,3.67,0,65.5,0.0,15.8,0.1,0.06,1.4,0.04,0,0.0,2302,258,i,14,0.12,296,342,0,0,0,,54,Scott,610,5710,True,140,2024-10-25T09:00:05.962917Z,0,227,336,140,0.7,0.0,0,,260,71.0,0,1.28,222,162,0,0.0,2.3,0,,2
78,Antoine Semenyo,5.7,MID,Bournemouth,52,1,0,4,-2,6.4,18,43,False,100.0,69,480.0,,81.0,58,2.24,0.15,0.3,2,1.5,28664,100.0,12,2,32,1.32,16,17.04,0,275.6,1.5,103.1,0.46,0.16,3.7,0.3,0,7.0,2072762,1231,a,17510,4.16,9,95,5,0,0,,213,Semenyo,215,1512474,True,34,2024-11-13T14:00:07.717891Z,1,18,67,23,1.02,0.0,0,,107,282.2,4,1.25,60,6,2,1.5,9.1,0,,14
79,Marcos Senesi,4.8,DEF,Bournemouth,21,0,0,0,2,1.25,15,200,False,0.0,125,29.0,Thigh injury - Unknown return date,10.0,255,0.44,0.1,0.1,1,0.0,7808,0.0,59,-2,83,1.47,201,12.04,0,78.7,0.0,33.1,0.12,0.04,1.9,0.08,0,0.5,66131,917,i,20,0.81,279,307,4,0,0,,82,Senesi,327,117450,True,49,2024-12-06T10:30:07.568268Z,1,94,262,49,1.08,0.0,0,,103,221.0,3,1.18,35,86,0,0.5,4.4,0,,11
80,Luis Sinisterra,4.9,MID,Bournemouth,19,1,0,1,1,2.0,3,180,False,0.0,266,177.0,Hamstring injury - Unknown return date,48.0,411,0.91,0.0,0.0,0,0.0,467,0.0,99,-1,82,1.33,180,3.48,0,96.3,0.0,37.2,0.88,0.4,2.4,0.48,0,0.1,68143,203,i,14,1.09,79,264,0,0,0,,75,Sinisterra,625,78696,True,117,2024-10-25T09:00:05.974870Z,1,143,193,119,0.44,0.0,0,,272,98.4,2,1.54,171,48,0,0.0,3.9,0,,1
81,Adam Smith,4.5,DEF,Bournemouth,28,0,0,0,0,0.69,13,248,False,,248,6.0,,241.0,346,0.09,0.2,0.6,2,2.5,542,,97,0,81,1.27,296,10.46,0,55.6,2.5,17.3,0.07,0.01,1.9,0.06,0,0.2,22537,920,a,906,0.6,361,356,3,0,0,,72,Smith,120,22822,True,65,,0,124,257,95,0.98,0.0,0,,27,111.4,0,1.02,55,124,2,2.5,6.2,0,,10
83,Marcus Tavernier,5.5,MID,Bournemouth,48,4,0,1,0,6.22,16,11,False,,82,275.0,,241.0,278,2.13,0.24,0.7,3,3.8,1944,,17,0,43,1.27,21,14.02,0,433.6,3.8,97.1,0.49,0.17,3.2,0.32,0,0.4,89738,1138,a,1795,4.09,40,112,2,0,0,,187,Tavernier,75,72884,True,10,,0,91,100,28,1.03,0.0,0,2.0,39,263.2,2,1.11,68,25,2,3.8,8.7,0,1.0,13
84,Mark Travers,4.4,GKP,Bournemouth,10,0,0,0,1,0.01,3,556,False,,274,0.0,,104.0,398,0.01,0.0,0.0,0,0.0,353,,27,-1,11,1.0,346,4.15,12,0.0,0.0,9.4,0.0,0.0,3.3,0.0,0,0.2,11567,270,a,179,0.0,533,498,0,0,0,,38,Travers,505,15522,True,59,,0,58,86,27,1.0,4.0,0,,69,94.6,1,1.38,22,51,0,0.0,2.3,0,,3
85,Illia Zabarnyi,4.4,DEF,Bournemouth,33,0,0,0,1,0.45,20,230,False,,84,14.0,,225.0,288,0.15,0.13,0.6,2,2.8,619,,56,-1,66,1.33,196,17.94,0,62.2,2.8,34.1,0.03,0.01,2.2,0.02,0,0.4,41510,1350,a,2669,0.3,320,513,2,0,0,,165,Zabarnyi,102,45693,True,60,,0,108,213,30,1.0,0.0,0,,22,262.4,2,1.2,114,105,4,2.8,7.5,0,,15
152,Kepa Arrizabalaga,4.5,GKP,Bournemouth,31,0,0,0,0,0.0,15,362,False,100.0,109,0.0,,200.0,217,0.0,0.2,0.7,2,3.0,2213,100.0,17,0,14,1.5,253,10.88,33,10.1,3.0,24.6,0.0,0.0,3.1,0.0,0,0.9,141073,900,a,7020,0.0,553,360,1,0,0,,117,Arrizabalaga,89,96021,True,3,2024-10-26T20:00:07.229572Z,0,30,105,17,1.0,3.3,0,,6,236.8,1,1.09,14,54,3,3.0,6.9,0,,10
580,Dean Huijsen,4.3,DEF,Bournemouth,24,0,0,1,2,1.19,5,218,False,,198,61.0,,200.0,284,0.36,0.21,1.1,1,4.8,1051,,71,-2,40,1.05,229,6.53,0,67.4,4.8,28.3,0.25,0.08,2.7,0.17,0,0.4,39487,430,a,12504,0.83,212,566,1,0,0,,87,Huijsen,34,10243,True,57,,1,104,150,78,0.84,0.0,0,,8,154.2,3,1.37,143,57,2,4.8,5.6,0,,4
592,Julián Araujo Zúñiga,4.4,DEF,Bournemouth,8,0,0,0,1,0.04,7,375,False,0.0,354,2.0,Hamstring injury - Unknown return date,139.0,401,0.04,0.0,0.0,0,0.0,390,0.0,132,-1,141,1.79,390,6.95,0,7.9,0.0,5.1,0.01,0.01,1.0,0.0,0,0.2,10767,352,i,10,0.0,388,509,1,0,0,,11,J.Araujo,508,21345,True,122,2024-11-21T11:30:08.788295Z,0,147,395,125,1.28,0.0,0,,210,40.0,0,1.78,112,138,0,0.0,1.8,0,,5
599,Will Dennis,4.0,GKP,Bournemouth,0,0,0,0,0,0.0,0,485,False,,505,0.0,,241.0,295,0.0,0.0,0.0,0,0.0,416,,55,0,55,0.0,507,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,33010,0,a,177,0.0,449,631,0,0,0,,0,Dennis,419,23979,True,34,,0,45,508,55,0.0,0.0,0,,48,0.0,0,0.0,60,24,0,0.0,0.0,0,,0
617,Francisco Evanilson de Lima Barbosa,6.1,FWD,Bournemouth,63,4,0,4,-1,6.44,16,131,False,,151,403.0,,30.0,83,0.7,0.44,0.7,5,4.5,24492,,14,1,12,1.4,48,12.13,0,138.2,4.5,73.1,0.56,0.06,4.5,0.5,1,4.6,685953,1029,a,24088,5.74,18,76,0,0,0,2.0,225,Evanilson,47,205274,True,13,,1,15,34,19,1.14,0.0,0,,10,194.6,10,1.06,22,10,2,4.5,10.3,0,,13
680,Max Kinsey,4.0,DEF,Bournemouth,0,0,0,0,0,0.0,0,498,False,,518,0.0,,241.0,633,0.0,0.0,0.0,0,0.0,79,,183,0,180,0.0,520,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,950,0,a,243,0.0,463,647,0,0,0,,0,Kinsey,433,258,True,181,,0,214,522,183,0.0,0.0,0,,155,0.0,0,0.0,190,167,0,0.0,0.0,0,,0
687,Ben Winterburn,4.5,MID,Bournemouth,0,0,0,0,0,0.0,0,641,False,,645,0.0,,241.0,669,0.0,0.0,0.0,0,0.0,54,,287,0,289,0.0,647,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,518,0,a,119,0.0,627,467,0,0,0,,0,Winterburn,598,144,True,289,,0,297,650,285,0.0,0.0,0,,252,0.0,0,0.0,291,284,0,0.0,0.0,0,,0
86,Kristoffer Ajer,4.4,DEF,Brentford,7,0,0,0,1,0.38,12,281,False,100.0,301,47.0,,161.0,359,0.1,0.0,0.0,0,-0.5,242,50.0,100,-1,146,1.7,307,11.94,0,40.6,0.0,15.9,0.05,0.01,0.9,0.04,0,0.2,30725,637,a,173,0.28,234,484,3,0,0,,23,Ajer,498,52710,True,81,2024-10-26T20:00:07.058865Z,0,127,442,106,1.13,0.0,0,,205,71.8,0,1.69,94,70,0,0.0,1.6,0,,8
87,Ethan Brierley,4.5,MID,Brentford,0,0,0,0,0,0.0,0,606,False,100.0,610,0.0,,,467,0.0,0.0,0.0,0,-0.5,179,100.0,259,0,261,0.0,612,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,9448,0,a,80,0.0,590,420,0,0,0,,0,Brierley,558,10968,True,261,2024-09-10T11:15:13.439596Z,0,174,616,257,0.0,0.0,0,,219,0.0,0,0.0,252,254,0,0.0,0.0,0,,0
88,Nathan Collins,4.5,DEF,Brentford,47,4,0,2,0,2.71,28,228,False,,8,197.0,,104.0,124,0.81,0.07,1.0,1,4.0,5912,,4,0,29,1.87,45,25.9,0,63.1,4.5,74.3,0.18,0.05,3.1,0.13,0,2.4,406600,1350,a,13564,1.9,65,387,2,0,0,,192,Collins,42,220503,True,59,,1,52,108,1,1.0,0.0,0,,11,482.6,1,1.73,73,4,7,4.5,10.4,0,,15
89,Mikkel Damsgaard,5.0,MID,Brentford,58,4,0,2,0,3.88,18,24,False,100.0,33,166.0,,58.0,177,2.51,0.26,0.9,3,4.0,10921,100.0,23,0,26,1.56,33,19.28,0,346.1,4.5,85.1,0.34,0.22,3.9,0.12,0,1.4,220098,1036,a,8610,1.37,89,215,0,0,0,,268,Damsgaard,46,79525,True,20,2024-10-12T11:00:07.165630Z,0,50,55,9,1.04,0.0,0,1.0,23,337.8,6,1.67,136,56,1,4.5,11.6,0,3.0,12
90,Josh Dasilva,4.8,MID,Brentford,0,0,0,0,2,0.0,0,646,False,0.0,653,0.0,Knee injury - Unknown return date,241.0,671,0.0,0.0,0.0,0,0.0,3,0.0,291,-2,292,0.0,653,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,258,0,i,3,0.0,636,298,0,0,0,,0,Dasilva,614,971,True,292,2024-08-12T14:30:04.460316Z,0,299,654,291,0.0,0.0,0,,264,0.0,0,0.0,197,288,0,0.0,0.0,0,,0
91,Mark Flekken,4.5,GKP,Brentford,46,1,0,0,0,0.06,28,363,False,,3,0.0,,152.0,31,0.06,0.07,0.9,1,3.7,20422,,1,0,15,1.87,82,25.9,71,10.1,4.2,60.2,0.0,0.0,3.1,0.0,0,11.7,1010286,1350,a,10756,0.0,555,363,1,0,0,,233,Flekken,52,846203,True,4,,1,5,107,1,1.0,4.73,0,,3,594.6,2,1.73,16,56,3,4.2,10.2,0,,15
