id,name,now_cost,position,team,selected_by_percent,goals_scored,yellow_cards,saves_per_90,direct_freekicks_order,transfers_in,penalties_missed,chance_of_playing_next_round,cost_change_start_fall,cost_change_event_fall,points_per_game_rank_type,penalties_saved,influence,threat,expected_goal_involvements,starts_per_90,selected_rank,ep_next,dreamteam_count,creativity,can_select,cost_change_start,value_form,now_cost_rank,form_rank_type,expected_assists,cost_change_event,in_dreamteam,expected_goals_per_90,creativity_rank,red_cards,points_per_game_rank,chance_of_playing_this_round,starts,clean_sheets,selected_rank_type,expected_goals_conceded,expected_assists_per_90,bonus,threat_rank_type,threat_rank,form,transfers_out,ict_index,creativity_rank_type,clean_sheets_per_90,total_points,expected_goal_involvements_per_90,transfers_out_event,ict_index_rank,now_cost_rank_type,expected_goals,ict_index_rank_type,form_rank,influence_rank,ep_this,own_goals,region,value_season,saves,team_join_date,transfers_in_event,status,minutes,bps,event_points,points_per_game,penalties_order,news_added,goals_conceded_per_90,influence_rank_type,expected_goals_conceded_per_90,news,corners_and_indirect_freekicks_order,goals_conceded,web_name,assists
175,Romelu Lukaku Bolingoli,6.3,FWD,Chelsea,0.2,0,0,0.0,,8049,0,0.0,2,0,76,0,0.0,0.0,0.0,0.0,358,0.0,0,0.0,False,-2,0.0,53,74,0.0,0,False,0.0,713,0,714,0.0,0,0,59,0.0,0.0,0,76,714,0.0,61158,0.0,76,0.0,0,0.0,80,714,20,0.0,76,708,714,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-30T10:21:53.872158Z,0.0,76,0.0,Permanent transfer to Napoli,,0,Lukaku,0
176,Malang Sarr,4.5,DEF,Chelsea,0.0,0,0,0.0,,0,0,0.0,0,0,237,0,0.0,0.0,0.0,0.0,700,0.0,0,0.0,False,0,0.0,369,226,0.0,0,False,0.0,598,0,610,0.0,0,0,239,0.0,0.0,0,232,580,0.0,451,0.0,237,0.0,0,0.0,2,603,61,0.0,237,548,604,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-07-29T09:46:25.583703Z,0.0,237,0.0,Permanent move to RC Lens,,0,M.Sarr,0
177,Noni Madueke,6.2,MID,Chelsea,4.9,5,3,0.0,,2377870,0,,3,0,14,0,325.2,656.0,6.53,1.13,80,2.5,1,253.9,True,-3,0.3,67,86,1.35,0,False,0.42,81,0,35,,14,3,26,18.91,0.11,10,3,7,2.0,2070942,123.6,64,0.24,79,0.53,54660,19,42,5.18,14,182,97,2.5,0,241.0,12.7,0,2023-01-20,4906,a,1116,266,1,4.4,3.0,,1.29,31,1.52,,,16,Madueke,4
178,Marc Guiu Paz,4.7,FWD,Chelsea,0.6,0,0,0.0,,101593,0,,3,0,45,0,0.0,0.0,0.0,0.0,245,0.7,0,0.3,True,-3,0.0,339,40,0.0,0,False,0.0,455,0,441,,0,0,41,0.53,0.0,0,64,659,0.2,131927,0.0,49,0.0,2,0.0,3209,678,62,0.0,64,390,678,0.7,0,200.0,0.4,0,2024-07-01,4521,a,33,5,1,1.0,,,5.45,64,1.45,,,2,Marc Guiu,0
179,Mykhailo Mudryk,6.2,MID,Chelsea,0.2,0,0,0.0,,18003,0,0.0,3,0,221,0,23.2,31.0,0.9,0.62,354,0.0,0,31.5,True,-3,0.0,70,317,0.66,0,False,0.15,322,0,463,0.0,1,0,117,3.28,0.41,0,160,295,0.0,41936,8.5,183,0.0,7,0.56,340,378,45,0.24,185,707,404,0.0,0,225.0,1.1,0,2023-01-15,38,s,145,26,0,1.0,,2024-12-06T15:30:07.786308Z,1.24,188,2.04,Suspended - unknown return date,,2,Mudryk,0
180,Nicolas Jackson,8.1,FWD,Chelsea,21.3,9,4,0.0,,5109291,0,,-6,1,7,0,438.4,679.0,9.74,1.12,17,3.7,2,225.4,True,6,0.4,12,15,0.75,-1,False,0.56,98,0,13,,18,8,4,19.55,0.05,15,4,6,3.2,3189773,134.5,7,0.5,96,0.61,307108,15,4,8.99,4,91,34,3.7,0,189.0,11.9,0,2023-07-01,22823,a,1444,368,2,5.1,,,0.87,5,1.22,,,14,N.Jackson,4
181,Christopher Nkunku,5.8,MID,Chelsea,2.1,2,1,0.0,,283377,0,,7,0,119,0,128.6,186.0,4.62,0.7,133,1.5,1,114.4,True,-7,0.2,89,139,0.38,0,False,0.98,197,0,267,,3,0,43,9.66,0.09,4,71,108,1.0,1616141,42.6,126,0.0,36,1.07,6938,209,58,4.24,108,278,271,1.5,0,73.0,6.2,0,2023-07-01,1011,a,388,109,0,2.0,2.0,,2.09,120,2.24,,,9,Nkunku,1
182,Cole Palmer,11.4,MID,Chelsea,68.9,13,3,0.0,1.0,6225306,0,100.0,-9,0,2,0,762.8,618.0,16.13,1.03,2,6.1,6,785.9,True,9,0.5,3,12,5.55,0,True,0.54,1,0,2,100.0,20,4,2,26.65,0.29,26,4,8,5.6,2750404,216.9,1,0.21,153,0.83,47587,2,2,10.58,2,23,2,6.1,0,241.0,13.4,0,2023-09-01,60541,a,1748,644,10,7.7,1.0,2024-11-12T14:30:07.656076Z,1.18,2,1.37,,1.0,23,Palmer,7
183,Đorđe Petrović,4.4,GKP,Chelsea,0.2,0,0,0.0,,2753,0,0.0,1,0,72,0,0.0,0.0,0.0,0.0,385,0.0,0,0.0,False,-1,0.0,510,69,0.0,0,False,0.0,580,0,593,0.0,0,0,56,0.0,0.0,0,56,559,0.0,63681,0.0,64,0.0,0,0.0,200,586,24,0.0,72,527,587,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T06:26:07.653045Z,0.0,72,0.0,Loaned to Strasbourg,,0,Petrović,0
184,Renato Palma Veiga,4.5,MID,Chelsea,0.1,0,2,0.0,,40558,0,,0,0,199,0,30.4,19.0,0.31,0.51,398,0.5,0,9.2,True,0,0.0,451,254,0.15,0,False,0.08,406,0,433,,1,1,138,3.17,0.08,0,178,333,0.0,40231,5.9,214,0.51,7,0.16,518,408,284,0.16,197,611,396,0.5,0,173.0,1.6,0,2024-07-12,178,a,176,22,0,1.0,,,1.02,182,1.62,,,2,Renato Veiga,0
185,Robert Sánchez,4.8,GKP,Chelsea,13.1,0,4,3.56,,2118043,0,,-3,0,10,1,504.4,0.0,0.01,1.0,27,3.9,2,0.0,True,3,0.7,301,8,0.01,0,False,0.0,675,0,64,,18,4,5,25.21,0.0,7,64,663,3.4,1070720,50.3,70,0.22,69,0.0,43177,174,12,0.0,6,69,16,3.9,0,200.0,14.4,64,2023-08-05,29552,a,1620,266,3,3.8,,,1.17,6,1.4,,,21,Sánchez,0
187,Tosin Adarabioyo,4.2,DEF,Chelsea,0.3,0,1,0.0,,47313,0,,3,0,55,0,132.2,20.0,0.37,1.01,298,3.1,0,19.0,True,-3,0.6,575,37,0.07,0,False,0.04,359,0,192,,7,2,111,10.72,0.01,3,111,327,2.6,41224,17.3,120,0.29,22,0.05,2938,337,140,0.3,112,120,266,3.1,0,241.0,5.2,0,2024-07-01,2222,a,621,103,0,2.4,,,1.16,99,1.55,,,8,Tosin,0
189,Wesley Fofana,4.4,DEF,Chelsea,0.3,0,6,0.0,,83432,0,0.0,1,0,111,0,187.2,29.0,0.55,1.06,316,0.0,0,70.0,True,-1,0.0,509,222,0.15,0,False,0.04,257,0,325,0.0,12,1,118,13.99,0.01,2,97,300,0.0,103888,28.7,69,0.09,19,0.05,778,269,105,0.4,83,526,217,0.0,0,73.0,4.3,0,2022-08-31,31,i,1015,133,0,1.6,,2024-12-02T00:00:08.059563Z,1.06,83,1.24,Hamstring injury - Expected back 25 May,,12,W.Fofana,0
386,Jadon Sancho,6.2,MID,Chelsea,1.3,2,1,0.0,,461934,0,100.0,3,0,30,0,213.6,202.0,3.06,1.04,183,3.3,0,264.5,True,-3,0.5,61,53,2.03,0,False,0.11,76,0,75,100.0,10,2,55,13.55,0.21,3,58,91,2.8,395124,67.8,60,0.21,51,0.32,7878,111,37,1.03,68,119,189,3.3,0,241.0,8.2,0,2024-08-30,12629,a,868,222,6,3.6,,2024-11-07T09:00:07.812014Z,1.24,75,1.4,,,12,Sancho,5
560,Pedro Lomba Neto,6.2,MID,Chelsea,0.7,1,6,0.0,,245577,0,100.0,3,0,110,0,176.6,203.0,2.81,0.9,239,1.9,0,303.9,True,-3,0.2,66,108,1.9,0,False,0.08,63,0,249,100.0,10,2,74,14.84,0.17,4,56,89,1.4,308357,68.4,49,0.18,36,0.25,4238,108,41,0.91,65,228,229,1.9,0,173.0,5.8,0,2024-08-11,1613,a,998,158,2,2.1,,2024-12-09T09:30:06.764738Z,0.99,96,1.34,,4.0,11,Neto,2
575,Caleb Wiley,4.0,DEF,Chelsea,0.0,0,0,0.0,,0,0,0.0,0,0,191,0,0.0,0.0,0.0,0.0,619,0.0,0,0.0,False,0,0.0,645,169,0.0,0,False,0.0,514,0,540,0.0,0,0,213,0.0,0.0,0,176,479,0.0,3737,0.0,189,0.0,0,0.0,21,534,184,0.0,192,456,535,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-13T07:07:06.645739Z,0.0,192,0.0,Loaned to Strasbourg,,0,Wiley,0
581,Filip Jørgensen,4.2,GKP,Chelsea,0.2,0,0,3.5,,14320,0,100.0,3,0,29,0,56.8,0.0,0.0,1.0,348,0.9,0,0.0,True,-3,0.1,590,25,0.0,0,False,0.0,560,0,179,100.0,2,0,52,3.14,0.0,0,42,530,0.4,32436,5.7,54,0.0,5,0.0,668,410,38,0.0,32,337,357,0.9,0,58.0,1.2,7,2024-07-30,434,a,180,13,0,2.5,,2024-11-21T08:30:09.544798Z,1.5,32,1.57,,,3,Jørgensen,0
621,João Félix Sequeira,6.0,MID,Chelsea,0.5,1,2,0.0,,160369,0,,5,0,127,0,83.2,132.0,2.63,0.78,266,0.7,0,93.9,True,-5,0.0,77,186,0.39,0,False,0.58,217,0,285,,3,1,83,5.76,0.1,0,94,144,0.2,159429,30.7,137,0.26,19,0.68,1647,258,51,2.24,130,401,329,0.7,0,173.0,3.2,0,2024-08-21,595,a,347,73,0,1.9,,,1.04,154,1.49,,,4,João Félix,1
695,Samuel Rak-Sakyi,4.5,MID,Chelsea,0.0,0,0,0.0,,173,0,,0,0,286,0,0.0,0.0,0.0,0.0,705,0.5,0,0.0,True,0,0.0,446,250,0.0,0,False,0.0,650,0,661,,0,0,314,0.0,0.0,0,279,635,0.0,88,0.0,284,0.0,0,0.0,29,655,280,0.0,283,606,656,0.5,0,241.0,0.0,0,2024-10-23,33,a,0,0,0,0.0,,,0.0,284,0.0,,,0,Rak-Sakyi,0
696,Tyrique George,4.5,MID,Chelsea,0.0,0,0,0.0,,376,0,,0,0,289,0,0.0,0.0,0.0,0.0,690,0.5,0,0.0,True,0,0.0,449,253,0.0,0,False,0.0,653,0,664,,0,0,303,0.0,0.0,0,282,638,0.0,181,0.0,287,0.0,0,0.0,47,658,283,0.0,286,609,659,0.5,0,241.0,0.0,0,2024-04-15,63,a,0,0,0,0.0,,,0.0,287,0.0,,,0,George,0
697,Josh Acheampong,4.0,DEF,Chelsea,0.0,0,0,0.0,,4551,0,,0,0,78,0,8.4,7.0,0.22,1.0,543,0.9,0,1.3,True,0,0.1,674,106,0.01,0,False,0.21,437,0,251,,1,0,193,1.08,0.01,0,131,374,0.4,1139,1.7,157,0.0,2,0.22,653,457,211,0.21,157,333,452,0.9,0,241.0,0.5,0,2024-03-10,3207,a,90,5,2,2.0,,,1.0,159,1.08,,,1,Acheampong,0
11,Eddie Nketiah,5.9,FWD,Crystal Palace,0.5,0,3,0.0,,171644,0,100.0,1,0,37,0,67.4,177.0,1.95,0.93,267,1.2,0,117.4,True,-1,0.2,82,29,0.46,0,False,0.23,191,0,353,100.0,6,1,43,8.28,0.07,0,30,115,1.2,180359,36.0,25,0.16,20,0.3,2065,235,22,1.49,30,252,350,0.7,0,241.0,3.4,0,2024-08-30,2030,a,578,79,1,1.4,,2024-11-08T15:00:07.256448Z,1.56,33,1.29,,,10,Nketiah,1
159,Trevoh Chalobah,4.4,DEF,Crystal Palace,1.0,3,1,0.0,,159203,0,100.0,1,0,4,0,309.0,146.0,1.55,1.02,204,5.0,3,59.0,True,-1,1.1,483,8,0.35,0,False,0.1,273,0,31,0.0,12,3,80,15.5,0.03,5,13,132,5.0,79526,51.6,74,0.25,54,0.13,6058,166,86,1.2,46,33,110,0.0,0,241.0,12.3,0,2024-08-30,21773,a,1060,216,0,4.5,,2025-01-02T10:30:08.548907Z,1.1,40,1.32,,,13,Chalobah,0
190,Naouirou Ahamada,4.5,MID,Crystal Palace,0.1,0,0,0.0,,6178,0,0.0,0,0,261,0,0.0,0.0,0.0,0.0,458,0.0,0,0.0,False,0,0.0,397,221,0.0,0,False,0.0,617,0,629,0.0,0,0,167,0.0,0.0,0,253,599,0.0,34069,0.0,259,0.0,0,0.0,124,622,245,0.0,257,568,623,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-31T06:25:25.419519Z,0.0,258,0.0,Loaned to Rennes,,0,Ahamada,0
193,Cheick Doucouré,4.9,MID,Crystal Palace,0.1,0,1,0.0,,12432,0,100.0,1,0,174,0,50.6,23.0,0.49,0.97,517,1.2,0,23.2,True,-1,0.2,266,116,0.09,0,False,0.1,349,0,366,100.0,4,0,199,6.65,0.02,0,169,315,1.2,18365,9.7,192,0.0,16,0.12,134,373,174,0.4,182,244,366,0.7,0,132.0,3.3,0,2022-07-11,190,a,373,62,2,1.3,,2024-09-14T18:00:06.266238Z,1.45,171,1.6,,,6,C.Doucouré,1
194,Chris Richards,4.4,DEF,Crystal Palace,0.1,0,1,0.0,,7028,0,100.0,1,0,103,0,110.6,25.0,0.2,1.01,442,0.8,0,6.5,True,-1,0.2,507,91,0.02,0,False,0.03,412,0,305,100.0,7,1,158,11.75,0.0,0,102,309,0.8,18307,14.3,141,0.14,15,0.03,158,351,104,0.18,118,286,292,0.3,0,229.0,3.4,0,2022-07-27,237,a,623,52,2,1.7,,2024-09-27T15:30:06.509919Z,1.73,107,1.7,,,12,C.Richards,0
195,Chadi Riad Dnanou,4.3,DEF,Crystal Palace,0.0,0,0,0.0,,2151,0,100.0,2,0,149,0,18.2,0.0,0.02,1.0,532,0.0,0,1.3,True,-2,0.0,569,217,0.02,0,False,0.0,438,0,419,100.0,1,0,189,1.39,0.02,0,223,546,0.0,13527,2.0,158,0.0,1,0.02,63,452,136,0.0,155,517,421,-0.5,0,145.0,0.2,0,2024-07-02,76,a,90,3,0,1.0,,2024-08-28T16:30:04.488064Z,2.0,150,1.39,,,2,Chadi Riad,0
196,Nathaniel Clyne,4.3,DEF,Crystal Palace,0.1,0,1,0.0,,7700,0,,2,0,109,0,51.8,5.0,0.14,0.95,445,0.0,0,36.0,True,-2,0.0,531,208,0.13,0,False,0.0,311,0,323,,4,1,160,8.95,0.03,0,138,392,0.0,12633,9.2,97,0.24,13,0.03,274,375,109,0.01,125,502,364,-0.5,0,241.0,3.0,0,2020-10-14,192,a,378,34,0,1.6,,,2.14,125,2.13,,,9,Clyne,0
197,Malcolm Ebiowei,4.5,MID,Crystal Palace,0.0,0,0,0.0,,0,0,0.0,0,0,254,0,0.0,0.0,0.0,0.0,702,0.0,0,0.0,False,0,0.0,386,214,0.0,0,False,0.0,608,0,620,0.0,0,0,312,0.0,0.0,0,246,590,0.0,470,0.0,252,0.0,0,0.0,3,613,237,0.0,250,559,614,0.0,0,241.0,0.0,0,2022-07-01,0,u,0,0,0,0.0,,2024-08-06T17:23:26.723638Z,0.0,251,0.0,Season long loan to Oxford United,,0,Ebiowei,0
199,Eberechi Eze,6.6,MID,Crystal Palace,8.3,2,1,0.0,1.0,1198244,0,100.0,4,0,27,0,296.0,400.0,6.51,1.08,43,3.6,1,456.6,True,-4,0.5,39,30,2.14,0,False,0.29,26,0,69,100.0,16,4,12,18.92,0.14,6,22,36,3.6,3612015,115.1,22,0.27,59,0.43,20144,24,20,4.37,18,66,119,3.1,0,241.0,8.9,0,2020-08-28,77769,a,1337,268,5,3.7,2.0,2024-12-20T16:45:59.233673Z,1.08,43,1.27,,1.0,16,Eze,3
200,Marc Guéhi,4.5,DEF,Crystal Palace,5.6,2,5,0.0,,643389,0,100.0,0,0,39,0,493.6,130.0,1.68,1.0,69,1.4,1,107.1,True,0,0.3,372,73,0.43,0,False,0.07,202,0,134,100.0,19,4,24,27.84,0.02,5,19,147,1.4,789961,73.0,50,0.21,55,0.09,14540,95,64,1.25,17,219,18,0.9,2,241.0,12.2,0,2021-07-18,15768,a,1710,234,2,2.9,,2024-12-27T00:30:09.395954Z,1.42,3,1.47,,,27,Guéhi,1
201,Dean Henderson,4.5,GKP,Crystal Palace,11.9,0,2,2.85,,1044699,0,,0,0,14,1,477.8,4.0,0.02,1.0,29,2.6,2,10.0,True,0,0.6,366,12,0.01,0,False,0.0,402,0,100,,20,4,6,28.78,0.0,4,1,399,2.6,1447533,49.1,9,0.2,66,0.0,26130,180,15,0.01,7,121,23,2.1,0,241.0,14.7,57,2023-08-31,62136,a,1800,220,2,3.3,,,1.4,9,1.44,,,28,Henderson,0
202,Rob Holding,4.2,DEF,Crystal Palace,0.1,0,0,0.0,,3230,0,,3,1,225,0,0.0,0.0,0.0,0.0,474,0.0,0,0.0,True,-3,0.0,577,205,0.0,-1,False,0.0,555,0,577,,0,0,170,0.0,0.0,0,214,525,0.0,8486,0.0,223,0.0,0,0.0,197,570,142,0.0,225,497,571,-0.5,0,241.0,0.0,0,2023-09-01,133,a,0,0,0,0.0,,,0.0,225,0.0,,,0,Holding,0
203,Will Hughes,4.9,MID,Crystal Palace,0.1,0,7,0.0,,10767,0,50.0,1,0,105,0,216.2,55.0,2.25,0.99,499,1.0,0,303.2,True,-1,0.4,238,77,1.57,0,False,0.06,64,0,242,0.0,12,3,188,18.78,0.13,3,141,255,2.0,10630,57.4,50,0.25,36,0.19,1074,140,151,0.68,84,169,187,0.0,0,241.0,7.3,0,2021-08-28,83,d,1086,159,0,2.1,,2025-01-03T20:00:09.097906Z,1.41,73,1.56,Foot injury - 50% chance of playing,2.0,17,Hughes,3
205,Daichi Kamada,5.1,MID,Crystal Palace,0.1,0,2,0.0,,13904,0,100.0,4,0,183,0,117.2,92.0,1.39,0.97,439,1.2,0,189.6,True,-4,0.2,181,118,0.76,0,False,0.08,124,1,382,100.0,8,1,160,13.57,0.09,0,113,194,1.2,59359,40.1,87,0.12,20,0.17,214,215,111,0.63,111,246,281,0.7,0,108.0,3.9,0,2024-07-01,147,a,739,98,1,1.2,,2024-11-09T20:00:07.600072Z,1.95,125,1.65,,5.0,16,Kamada,0
206,Jefferson Lerma Solís,4.8,MID,Crystal Palace,0.1,0,4,0.0,,7181,0,100.0,2,0,147,0,178.4,135.0,1.7,0.99,506,2.2,0,93.9,True,-2,0.5,291,67,1.03,0,False,0.06,216,0,326,100.0,12,2,191,15.48,0.08,0,93,143,2.2,9267,40.9,136,0.16,25,0.14,279,214,192,0.67,110,149,226,1.7,0,48.0,5.2,0,2023-07-01,613,a,1092,156,2,1.6,,2024-10-27T22:00:06.083970Z,1.32,94,1.28,,,16,Lerma,0
207,Jean-Philippe Mateta,7.2,FWD,Crystal Palace,3.4,5,2,0.0,,679255,0,,3,0,18,0,263.4,385.0,6.82,1.07,103,3.0,1,233.9,True,-3,0.4,24,17,0.89,0,False,0.35,92,0,96,,18,3,16,24.43,0.05,11,16,39,3.0,945448,88.0,5,0.18,67,0.4,14732,64,9,5.93,16,106,145,2.5,0,73.0,9.3,0,2022-01-31,69320,a,1512,233,8,3.4,1.0,,1.37,19,1.45,,,23,Mateta,1
208,Matheus França de Oliveira,4.4,MID,Crystal Palace,0.3,0,0,0.0,,122110,0,25.0,1,0,241,0,0.0,0.0,0.0,0.0,313,0.0,0,0.0,True,-1,0.0,518,199,0.0,0,False,0.0,585,0,598,0.0,0,0,99,0.0,0.0,0,231,564,0.0,109788,0.0,239,0.0,0,0.0,1136,591,310,0.0,237,533,592,0.0,0,30.0,0.0,0,2023-08-05,30,d,0,0,0,0.0,,2024-09-27T15:30:06.533416Z,0.0,238,0.0,Lack of match fitness - 25% chance of playing,,0,M.França,0
209,Remi Matthews,3.9,GKP,Crystal Palace,0.6,0,0,0.0,,33346,0,,1,0,42,0,0.0,0.0,0.0,0.0,249,0.0,0,0.0,True,-1,0.0,696,34,0.0,0,False,0.0,468,0,502,,0,0,40,0.0,0.0,0,4,429,0.0,71170,0.0,17,0.0,0,0.0,1237,494,67,0.0,42,408,495,-0.5,0,241.0,0.0,0,2021-07-13,879,a,0,0,0,0.0,,,0.0,42,0.0,,,0,Matthews,0
210,Tyrick Mitchell,4.8,DEF,Crystal Palace,1.9,0,2,0.0,,201859,0,,2,0,35,0,365.0,73.0,2.91,1.03,139,5.0,1,343.0,True,-2,1.0,310,9,2.57,0,False,0.02,49,0,126,,20,5,54,28.04,0.13,3,63,229,5.0,250881,78.5,10,0.26,59,0.15,8350,85,37,0.34,13,34,72,4.5,0,241.0,12.3,0,2019-12-15,18492,a,1744,259,2,3.0,,,1.39,26,1.45,,,27,Mitchell,3
211,Daniel Muñoz,4.7,DEF,Crystal Palace,5.2,2,5,0.0,,691310,0,100.0,3,0,24,0,399.8,296.0,4.53,1.05,74,2.2,1,320.9,True,-3,0.5,333,46,1.18,0,False,0.19,57,0,106,100.0,19,4,26,24.75,0.07,3,1,54,2.2,571889,101.7,12,0.22,61,0.26,17666,45,46,3.35,6,146,46,1.7,0,48.0,13.0,0,2024-01-30,68120,a,1624,212,2,3.2,,2024-12-16T09:30:06.692125Z,1.27,17,1.37,,,23,Muñoz,2
212,David Ozoh,4.5,MID,Crystal Palace,0.0,0,0,0.0,,0,0,0.0,0,0,279,0,0.0,0.0,0.0,0.0,708,0.0,0,0.0,False,0,0.0,438,243,0.0,0,False,0.0,643,0,654,0.0,0,0,317,0.0,0.0,0,271,627,0.0,306,0.0,277,0.0,0,0.0,5,647,272,0.0,275,599,648,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-07-26T08:51:53.649693Z,0.0,276,0.0,Season long loan to Derby County,,0,Ozoh,0
213,Jesurun Rak-Sakyi,4.5,MID,Crystal Palace,0.0,0,0,0.0,,755,0,0.0,0,0,256,0,0.0,0.0,0.0,0.0,566,0.0,0,0.0,False,0,0.0,388,216,0.0,0,False,0.0,610,0,622,0.0,0,0,227,0.0,0.0,0,248,592,0.0,19423,0.0,254,0.0,0,0.0,44,615,239,0.0,252,561,616,0.0,0,,0.0,0,,0,u,0,0,0,0.0,,2024-08-20T12:16:48.741122Z,0.0,253,0.0,Loaned to Sheffield United,,0,Rak-Sakyi,0
214,Jeffrey Schlupp,4.6,MID,Crystal Palace,0.1,0,0,0.0,,9690,0,,4,0,203,0,21.8,46.0,0.25,0.0,486,0.2,0,32.6,True,-4,0.0,343,182,0.08,0,False,0.16,321,0,438,,0,0,181,1.53,0.08,0,145,263,0.2,15343,9.9,182,0.0,11,0.24,281,371,222,0.17,181,388,412,-0.3,0,81.0,2.4,0,2017-01-13,375,a,94,40,0,1.0,,,2.87,191,1.46,,,3,Schlupp,0
215,Joel Ward,4.3,DEF,Crystal Palace,0.1,0,0,0.0,,3921,0,100.0,2,0,227,0,0.0,0.0,0.0,0.0,460,0.0,0,0.0,True,-2,0.0,530,207,0.0,0,False,0.0,562,0,580,100.0,0,0,165,0.0,0.0,0,217,532,0.0,11864,0.0,226,0.0,0,0.0,151,573,108,0.0,227,501,574,-0.5,0,241.0,0.0,0,2012-05-29,135,a,0,0,0,0.0,,2024-12-13T17:00:06.193525Z,0.0,227,0.0,,,0,Ward,0
216,Adam Wharton,4.7,MID,Crystal Palace,0.1,0,0,0.0,,18751,0,0.0,3,0,122,0,112.6,53.0,0.82,1.16,406,0.0,0,131.4,True,-3,0.0,338,268,0.6,0,False,0.03,178,0,278,0.0,8,1,142,9.39,0.09,0,143,258,0.0,53545,29.7,118,0.14,15,0.12,308,262,218,0.22,133,633,289,0.0,0,241.0,3.2,0,2024-02-01,22,i,621,104,0,1.9,,2024-11-01T16:30:07.622710Z,1.3,131,1.36,Groin Injury - Expected back 02 Feb,4.0,9,Wharton,0
445,Matt Turner,3.9,GKP,Crystal Palace,9.7,0,0,0.0,,265285,0,100.0,1,0,45,0,0.0,0.0,0.0,0.0,35,0.0,0,0.0,True,-1,0.0,702,37,0.0,0,False,0.0,471,0,505,100.0,0,0,8,0.0,0.0,0,7,432,0.0,1068424,0.0,20,0.0,0,0.0,16805,497,70,0.0,45,412,498,-0.5,0,229.0,0.0,0,2024-08-30,11229,a,0,0,0,0.0,,2024-10-05T17:30:07.013947Z,0.0,45,0.0,,,0,Turner,0
585,Ismaïla Sarr,5.9,MID,Crystal Palace,5.1,4,3,0.0,,752908,0,,1,0,42,0,326.6,518.0,7.09,0.92,76,6.2,2,293.6,True,-1,1.1,83,8,3.19,0,False,0.28,66,0,92,,13,3,24,19.08,0.23,6,8,16,6.2,236498,113.8,52,0.21,68,0.51,47020,26,54,3.9,19,17,96,5.7,0,189.0,11.5,0,2024-08-01,36969,a,1270,276,2,3.4,,,1.35,30,1.35,,,19,I.Sarr,3
644,Franco Umeh-Chibueze,4.4,MID,Crystal Palace,0.0,0,0,0.0,,5588,0,25.0,1,0,245,0,0.0,0.0,0.0,0.0,607,0.0,0,0.0,True,-1,0.0,526,204,0.0,0,False,0.0,589,0,602,25.0,0,0,257,0.0,0.0,0,236,569,0.0,4499,0.0,243,0.0,0,0.0,137,595,317,0.0,241,538,596,-0.1,0,104.0,0.0,0,2024-02-18,83,d,0,0,0,0.0,,2024-11-13T09:30:08.263810Z,0.0,242,0.0,Hamstring injury - 25% chance of playing,,0,Umeh-Chibueze,0
645,Justin Devenny,4.5,MID,Crystal Palace,0.2,1,0,0.0,2.0,39155,0,,0,0,112,0,73.6,29.0,0.76,0.79,386,0.6,0,69.9,True,0,0.1,408,154,0.31,0,False,0.18,258,0,259,,2,0,133,4.76,0.12,1,163,301,0.6,22875,17.4,160,0.0,16,0.3,1673,336,248,0.45,165,310,340,0.1,0,242.0,3.6,0,2024-03-13,285,a,228,65,0,2.0,,,1.18,160,1.88,,3.0,3,Devenny,0
646,Asher Agbinone,4.5,MID,Crystal Palace,0.0,0,0,0.0,,8884,0,,0,0,200,0,4.0,1.0,0.03,0.0,546,0.0,0,10.6,True,0,0.0,460,258,0.01,0,False,0.45,391,0,435,,0,0,216,0.0,0.22,0,222,423,0.0,6229,1.5,212,0.0,2,0.67,223,463,289,0.02,219,618,466,-0.5,0,241.0,0.4,0,2024-07-30,133,a,4,4,0,1.0,,,0.0,217,0.0,,,0,Agbinone,0
647,Kaden Rodney,4.5,MID,Crystal Palace,0.0,0,0,0.0,,4129,0,,0,0,278,0,0.0,0.0,0.0,0.0,589,0.0,0,0.0,True,0,0.0,436,242,0.0,0,False,0.0,641,0,652,,0,0,244,0.0,0.0,0,270,625,0.0,3126,0.0,276,0.0,0,0.0,105,645,271,0.0,274,597,646,-0.5,0,241.0,0.0,0,2022-07-08,93,a,0,0,0,0.0,,,0.0,275,0.0,,,0,Rodney,0
650,Maxence Lacroix,4.5,DEF,Crystal Palace,0.4,1,3,0.0,,64910,0,,0,0,40,0,344.6,102.0,1.95,1.0,277,2.4,0,42.6,True,0,0.5,382,43,0.44,0,False,0.09,301,0,135,,17,4,104,23.53,0.03,2,39,181,2.4,29359,48.9,91,0.24,50,0.12,2823,182,68,1.51,52,132,82,1.9,0,73.0,11.1,0,2024-08-30,3465,a,1530,210,2,2.9,,,1.35,31,1.38,,,23,Lacroix,1
